Key,Text,Tooltip,File
building_chains_encyclopedia_name_hv_subtown_wuhuan,Wuhuan Tribe,True,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_xiongnu,Xiongnu Tribe,True,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_ytr,Yellow Turban Cult,False,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_confucius,A place where great teachers and passionate students gather.,True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_danyang,The people of Danyang have a reputation for bravery. Tao Qian has turned them into a well-trained army.,True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_garrison,Vigilantes patrol the region and harass enemy armies.,True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_garrison_sun_jian,The estates of powerful and wealthy families.,True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_han_small_farm,Manage local products more thoroughly and convert wasted materials into stockpiles.,True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_nanman,Tribal hunters can provide us with additional food.,True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_nanman_outpost,A place to trade with the natives.,True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_qiang,"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_shanyue,"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_wuhuan,"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_xiongnu,"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",True,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_ytr,At the beginning of a new journey all must learn the new way.,False,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_confucius_01,Confucius Institute,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_danyang_01,Danyang Troop Barrack,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_danyang_02,Danyang Troop Encampment,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_garrison_01,Vigilante Posts,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_garrison_02,Vigilante Barracks,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_garrison_sun_jian_01,Local Noble's Household,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_garrison_sun_jian_02,Local Noble's Manor,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_nanman_outpost_01,Nanman-Han Trading Post,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_nanman_shikar_01,Hunting Area,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_qiang_00,Scattered Qiang Community,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_qiang_01,Qiang Tribal Camp,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_qiang_02,Qiang Tribal Herd,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_shanyue_00,Scattered Shanyue Community,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_shanyue_01,Shanyue Tribal Herd,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_shanyue_02,Shanyue Tribal Town,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_small_farm_01,Stockpile Storage ,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_small_farm_02,Warehouse,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_small_farm_03,Large Warehouse,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_wuhuan_00,Scattered Wuhuan Community,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_wuhuan_01,Wuhuan Tribal Camp,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_wuhuan_02,Wuhuan Tribal Herd,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_xiongnu_00,Scattered Xiongnu Community,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_xiongnu_01,Xiongnu Tribal Camp,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_xiongnu_02,Xiongnu Tribal Herd,True,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_yellow_turban_synad_01,Yellow Turban Lodge,False,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_yellow_turban_synad_02,Yellow Turban Hall,False,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_yellow_turban_synad_03,Yellow Turban Synod,False,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_confucius_01,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_danyang_01,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_danyang_02,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_01,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_02,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_sun_jian_01,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_sun_jian_02,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_ytr_01,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_ytr_02,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_han_small_farm_01,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_han_small_farm_02,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_han_small_farm_03,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_nanman_outpost_01,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_nanman_shikar_01,long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_qiang_01,qiang_01_long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_qiang_02,qiang_02_long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_shanyue_01,"Being a tribal people, the Shanyue are unused to the urban and decadent cities of the Han and prefer a life in encamped in the wilderness. Although not nomadic, the hill tribes are nevertheless a more pastoral, agricultural peoples. \\n\\n From their camps, they can both tend to their needs as a people and prepare themselves, militarily, for the ever-present and increasing threat of invasion from the North.",True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_shanyue_02,"The Southlands have long been the home of the Shanyue tribes, and it is their ardent hope that it always will be. This is the truth by which they live, and one they must fight to protect as warlords begin to encroach. \\n\\n The Shanyue know the hills of the South better than any, and amidst the striking scenery, their fortresses rise: places to live and grow, away from both the extremities of the elements and the eyes of the enemy.",True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_wuhuan_01,wuhuan_01_long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_wuhuan_02,wuhuan_02_long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_xiongnu_01,xiongnu_01_long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_xiongnu_02,xiongnu_02_long_description,True,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_yellow_turban_synad_01,long_description,False,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_yellow_turban_synad_02,long_description,False,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_yellow_turban_synad_03,long_description,False,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_confucius_01,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_danyang_01,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_danyang_02,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_01,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_02,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_sun_jian_01,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_sun_jian_02,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_ytr_01,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_ytr_02,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_han_small_farm_01,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_han_small_farm_02,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_han_small_farm_03,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_nanman_outpost_01,short_description,True,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_nanman_shikar_01,short_description,True,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_qiang,Qiang Tribe,True,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_shanyue,Shanyue Tribe,True,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_subtown,Attached Building,True,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_wuhuan,Wuhuan Tribe,True,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_xiongnu,Xiongnu Tribe,True,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_qiang_01,qiang_01_short_description,True,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_qiang_02,qiang_02_short_description,True,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_shanyue_01,"This is our land, our home, our history. You cannot have it!",True,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_shanyue_02,"Although their palisade walls are an unfortunate necessity, the Shanyue seek only to live in peace.",True,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_wuhuan_01,wuhuan_01_short_description,True,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_wuhuan_02,wuhuan_02_short_description,True,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_xiongnu_01,xiongnu_01_short_description,True,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_xiongnu_02,xiongnu_02_short_description,True,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_01,short_description,False,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_02,short_description,False,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_03,short_description,False,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_nanman,Nanman Infill Development ,False,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_qiang,Nomad,True,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_shanyue,Zong Bu,True,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_subtown_bandit,Banditry,True,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_subtown_confucius,Confucius Institute,True,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_subtown_han,Infill Development ,True,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_wuhuan,Nomad,True,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_xiongnu,Nomad,True,hv_TEXT_building.loc.tsv
campaign_effect_scopes_localised_text_character_to_force_own_when_commanding,[[col:scope_description]](own army when commanding)[[/col]],True,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_character_to_character_enemy_regionwide,[[col:scope_description]](enemies in local {{tr:map_region}})[[/col]],True,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_character_to_character_own_forcewide_when_commanding,[[col:scope_description]](own army when commanding)[[/col]],True,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_character_to_faction_leader,[[col:scope_description]](faction leader)[[/col]],True,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_region_to_character_own_in_adjacent_regions_all_owners,[[col:scope_description]](adjacent {{tr:map_provinces}})[[/col]],True,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_buqu,[[col:scope_description]](when this character's rank is 1 or higher)[[/col]],True,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_elite,[[col:scope_description]](when this character's rank is 7 or higher)[[/col]],True,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_militia,[[col:scope_description]](when this character's rank is 1 or higher)[[/col]],True,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_royal_guards,[[col:scope_description]](when this character's rank is 11 or higher)[[/col]],True,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_region_to_force_own_in_adjacent_regions,[[col:scope_description]](adjacent all {{tr:map_regions}})[[/col]],True,hv_TEXT_effects_building.loc.tsv
campaign_localised_strings_string_3k_dlc07_captains_armoury_whitewater_title,A Secret Plan,True,hv_TEXT_effects_skills.loc.tsv
campaign_localised_strings_string_3k_dlc07_tutorial_mode_imperial_hud_description,"Selecting this will open the Imperial Intrigue panel, which governs all the mechanics which become active once Emperor Xian comes of age in 195 CE, introducing a struggle over the influence of the new imperial power.",False,ifo_text_TWEAK.loc.tsv
campaign_localised_strings_string_dlc07_imperial_intrigue_panel_invalid_self_target,You can't target yourself. ,False,ifo_text_TWEAK.loc.tsv
campaign_localised_strings_string_military_force_morale_effect_bonus_value_animosity,Congestion,False,hv_TEXT_effect_faction.loc.tsv
campaign_localised_strings_string_unit_locked_ceo,You do not have the prerequisite: %S.,False,!hv_TEXT_system.loc.tsv
campaign_payload_ui_details_description_3k_dlc_07_child_emperor_banquet_dilemma_text,Unknown result,False,ifo_text_TWEAK.loc.tsv
campaign_payload_ui_details_description_3k_dlc_07_child_emperor_rites_dilemma_text,Unknown result,False,ifo_text_TWEAK.loc.tsv
campaign_payload_ui_details_description_dummy_hv_cao_cao_qingzhoubing,Perhaps you can bring them into your fold...,True,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_dummy_hv_mission_northern_mission,A regiment of the Northern Army will join your faction.,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lady_trieu_historic,The Lady Trieu will appear according to the flow of history.,False,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lady_trieu_rumor,The Zhao Yu will appear in a country in the south.,False,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lu_bu_interpose,Lu Bu will interpose in dispute between Yuan Shu and Liu Bei and will lead peace between them.,True,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_dongbai,Character Joins: Dong Bai,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_kill_dong_bai,The house of Dong is destroyed.,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_lu_bu_legacy,Lu Bu's army follows your faction.,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_northern_army_intro,Complete missions to bolster your faction!,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_yuan_shu_legacy,Yuan Shu's army follows your faction.,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_budda_unlock,You may now recruit {{tr:hv_unit_warrior_monks}},False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_cao_cao_qingzhou,"You may now recruit {{tr:hv_unit_qingzhou_hand_ji_infantry}}, {{tr:hv_unit_qingzhou_2h_axe_infantry}}, {{tr:hv_unit_qingzhou_raider_cavalry}}.",True,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_tiger_hunt_white_tiger_cap,{{tr:hv_unit_white_tiger_warriors}} for recruitment: +1,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_tiger_hunt_white_tiger_unlock,You may now recruit {{tr:hv_unit_white_tiger_warriors}},False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_tiger_tracking,Looking for the monster...,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_white_tiger,Yan Baihu may now recruit {{tr:hv_unit_white_tiger_warriors}}.,True,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_zhuge_liang_yuanrong,You may now recruit {{tr:hv_unit_yuan_rong_crossbowmen}}.,True,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_danyang_army,You may now recruit Danyang units,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_education,A few of your officers have gained additional experience.,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_ironfist_army,You may now recruit Ironfist Cavalry,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_jingchou_army,You may now recruit Jingchu units,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_xiliang_army,You may now recruit Xiliang units,False,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_ytr_resurrection,Thousands of comrades across China will rise against oppression.,True,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_guan_xing,Character born: Guan Xing,False,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_guan_yinping,Character born: Guan Yinping,False,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_liu_shan,Character born: Liu Shan,False,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_zhang_bao,Character born: Zhang Bao,False,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_zhang_xingcai,Character born: Zhang Xueer,False,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_zhao_yun_appointed_zhenjunjiangjun,"Zhao Yun has been appointed ""Tiger General""",True,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_mtu_zhao_yun_get_blue_blade,"While fighting against countless foes on the battlefield, Zhao Yun acquires a sword that glows blue and has a sharp edge.",True,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_mtu_zhao_yun_get_new_armour,"New armor has been awarded. From now on, armor can be replaced.",True,[04]__MTU_events__Common.loc.tsv
campaign_post_battle_captive_options_description_enslavehv_campaign_group_captive_option_recruit_zhang_yan,"Many of the enemy troops would gladly join our forces; those who refuse will be put to the sword. This will replenish our troops, but may impact our relations with the enemy faction.",False,hv_TEXT_pooled_resource.loc.tsv
campaign_post_battle_captive_options_onscreen_name_enslavehv_campaign_group_captive_option_recruit_zhang_yan,Recruit,False,hv_TEXT_pooled_resource.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_dlc07_child_emperor_dilemma_imperial_ancestral_ritesFIRST,Send civil officials,True,ifo_text_TWEAK.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_dlc07_child_emperor_dilemma_imperial_ancestral_ritesSECOND,Send military officers,True,ifo_text_TWEAK.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_dlc07_child_emperor_dilemma_imperial_ancestral_ritesTHIRD,Ignore,True,ifo_text_TWEAK.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_dlc07_child_emperor_dilemma_imperial_banquetFIRST,Attend,True,ifo_text_TWEAK.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_dlc07_child_emperor_dilemma_imperial_banquetSECOND,Absent,True,ifo_text_TWEAK.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_main_historical_dong_li_guo_rebellion_dilemmaFIRST,Refuse their demands,False,[dummy]__MTU_dummy.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_main_historical_dong_li_guo_rebellion_dilemmaSECOND,Send Wang Yun to them,False,[dummy]__MTU_dummy.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_main_historical_xun_yu_empty_lunchpail_dilemmaFIRST,Forgive him,False,[dummy]__MTU_dummy.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_main_historical_xun_yu_empty_lunchpail_dilemmaSECOND,"Send The ""Gift""",False,[dummy]__MTU_dummy.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_bring_cai_yan_dilemma_pcFIRST,Purchase Her Freedom,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_bring_cai_yan_dilemma_pcSECOND,Reject Paying the Ransom,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_cai_yong_death_dilemma_pcFIRST,Support Wang Yun's Order,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_cai_yong_death_dilemma_pcSECOND,Dissuade Wang Yun,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_daughter_guan_trait_dilemma_1FIRST,Directing Guan Yinping to fix herself,False,[04]__MTU_events___daughter.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_daughter_guan_trait_dilemma_1SECOND,Fixing together and telling her about the fault,False,[04]__MTU_events___daughter.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_daughter_zhang_trait_dilemma_1FIRST,Be Angry,False,[04]__MTU_events___daughter.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_daughter_zhang_trait_dilemma_1SECOND,Be Reasonable,False,[04]__MTU_events___daughter.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_lady_trieu_rumor_dilemmaFIRST,Hold the Ceremony to Heaven,True,[04]__MTU_events__Common.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_lady_trieu_rumor_dilemmaSECOND,Just a Dream,True,[04]__MTU_events__Common.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_lu_bu_interposes_yuan_and_liu_dilemma_lbFIRST,Call For The Feast,True,[04]__MTU_events__Common.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_lu_bu_interposes_yuan_and_liu_dilemma_lbSECOND,Let Them Fight,True,[04]__MTU_events__Common.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_lu_bu_interposes_yuan_and_liu_dilemma_ylFIRST,Follow Heaven’s Will,True,[04]__MTU_events__Common.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_lu_bu_interposes_yuan_and_liu_dilemma_ylSECOND, Reject Lü Bu’s Proposal,True,[04]__MTU_events__Common.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_moh_jian_yong_joins_liu_bei_dilemma_pcFIRST,Accept Jian Yong,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_moh_jian_yong_joins_liu_bei_dilemma_pcSECOND,Decline His Offer,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_xiong_nu_catches_cai_yan_dilemma_pcFIRST,Pay the Chanyu's Price,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_xiong_nu_catches_cai_yan_dilemma_pcSECOND,Ignore the Barbarian's Demands,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_leader_concubine_da_qiao_dilemmaFIRST,Make Da Qiao a Concubine,True,[04]__MTU_events___Concubine.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_leader_concubine_da_qiao_dilemmaSECOND,Send Her Away,True,[04]__MTU_events___Concubine.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_leader_concubine_diao_chan_dilemmaFIRST,Make Diaochan a Concubine,True,[04]__MTU_events___Concubine.loc.tsv
