Key,Text,Tooltip,English,Source,OverrideByKey,MappedByPattern,MappedByText,Iascus,Vanilla,Leiwai,Procrastinator,PikaMan,Mtu,File
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_jing_1,,False,Migratory Maneuvre,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_jing_2,,False,Stable Foothold,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_memories,,False,Childhood Memories,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_overcoming_fears,,False,Overcome Hurdles,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_pengcheng,,False,Rescue the Temple,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_shu_1,,False,Ancestral Homecoming,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_shu_2,,False,Ancestral Heartlands,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_strategists,,False,Grand Strategists,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_warriors_of_jing,,False,Warriors of Jing,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_wives,,False,Idealist's Love Life,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_xu_1,,False,From Humble Beginnings,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_3k_main_ceo_set_liu_bei_unity_xu_2,,False,Securing a Province,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
incidents_localised_title_hv_dummy_hv_incident_liu_feng,,False,Adopted Son,Missing,,,,,,,,,,hv_TEXT_events.loc.tsv
ui_text_replacements_localised_text_3k_main_ceo_liu_bei_unity_achieve_liu_bei_duel,,False,Win 1 duel as Liu Bei,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
ui_text_replacements_localised_text_3k_main_ceo_liu_bei_unity_achieve_liu_bei_settlement,,False,Capture 10 settlements with Liu Bei as commander,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
ui_text_replacements_localised_text_3k_main_ceo_liu_bei_unity_defeat_cao_cao,,False,Defeat Cao Cao,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
ui_text_replacements_localised_text_3k_main_ceo_liu_bei_unity_defeat_lu_bu,,False,Defeat Lu Bu,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
ui_text_replacements_localised_text_3k_main_startpos_label_lu_zhi_header,,False,Lu Zhi,Missing,,,,,,,,,,!!path_to_unity__.loc.tsv
