Key,Text,Tooltip,English,Override by key,Mapped by text,Mapped by pattern,Vanilla,2.2 translation,2.2 translation shortened key,Source,Short Key,File
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_chen_jiu_hero_wood_200,,False,"[[b]]Pang De[[/b]]\\nWhite Horse General\\n\\nGeneral type: {{tr:3k_general_type_wood}}\\n\\n[[col:flavour]][[i]]Pang De is an unrelenting force, whose avowed enemies know they must face him sooner or later.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_chen_jiu_hero_wood,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_dong_min_hero_earth_182,,False,[[b]]Dong Min[[/b]]\\nGreedy Tyrant\\n\\nGeneral type: {{tr:3k_general_type_earth}}\\n\\n[[col:flavour]][[i]]Dong Min understands the unwritten rules of politics - one can never possess too much power.[[/col]][[/i]],,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_dong_min_hero_earth,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_jian_yong_hero_metal_190,,False,"[[b]]Jian Yong[[/b]]\\nComic Storyteller\\n\\nGeneral type: {{tr:3k_general_type_metal}}\\n\\n[[col:flavour]][[i]]A childhood friend of Liu Bei, Jian Yong is carefree and informal, but also a superior orator.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_jian_yong_hero_metal,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_jian_yong_hero_metal_194,,False,"[[b]]Jian Yong[[/b]]\\nComic Storyteller\\n\\nGeneral type: {{tr:3k_general_type_metal}}\\n\\n[[col:flavour]][[i]]A childhood friend of Liu Bei, Jian Yong is carefree and informal, but also a superior orator.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_jian_yong_hero_metal,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_jian_yong_hero_metal_200,,False,"[[b]]Jian Yong[[/b]]\\nComic Storyteller\\n\\nGeneral type: {{tr:3k_general_type_metal}}\\n\\n[[col:flavour]][[i]]A childhood friend of Liu Bei, Jian Yong is carefree and informal, but also a superior orator.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_jian_yong_hero_metal,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_dong_peishan_hero_earth_182,,False,"[[b]]Dong Peishan[[/b]]\\nEmpress Dong\\n\\nGeneral type: {{tr:3k_general_type_earth}}\\n\\n[[col:flavour]][[i]]Dong Peishan is greedy, but ever cautious in her conduct. If it’s Dong Zhou you’re after, you must outwit the cunning Dong Peishan first""[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_dong_peishan_hero_earth,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_feng_hero_earth_190,,False,"[[b]]Lady Feng[[/b]]\\nWeeping Woman\\n\\nGeneral type: {{tr:3k_general_type_earth}}\\n\\n[[col:flavour]][[i]]Jealous of Lady Feng’s preferential treatment and beauty, the concubines have made her cry in front of Yuan Shu numerous times.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_feng_hero_earth,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_feng_hero_earth_194,,False,"[[b]]Lady Feng[[/b]]\\nWeeping Woman\\n\\nGeneral type: {{tr:3k_general_type_earth}}\\n\\n[[col:flavour]][[i]]Jealous of Lady Feng’s preferential treatment and beauty, the concubines have made her cry in front of Yuan Shu numerous times.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_feng_hero_earth,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_gongsun_jinting_hero_water_190,,False,[[b]]Hou Jinting[[/b]]\\nBrilliant Matriarch\\n\\nGeneral type: {{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]The stakes are raised on the fringes of the empire; Hou Jinting’s keen intuition and vigilance safeguards the future of her family.[[/col]][[/i]],,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_gongsun_jinting_hero_water,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_gongsun_jinting_hero_water_194,,False,[[b]]Hou Jinting[[/b]]\\nBrilliant Matriarch\\n\\nGeneral type: {{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]The stakes are raised on the fringes of the empire; Hou Jinting’s keen intuition and vigilance safeguards the future of her family.[[/col]][[/i]],,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_gongsun_jinting_hero_water,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_lu_ji_hero_wood_190,,False,"[[b]]Lü Ji[[/b]]\\nDaughter of the Dragon\\n\\nGeneral type: {{tr:3k_general_type_wood}}\\n\\n[[col:flavour]][[i]]Much is expected from the Warrior Without Equal’s daughter, but the ravishing Lü Ji fights with both the skill and ferocity to live up to the Lü name.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_lu_ji_hero_wood,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_lu_ji_hero_wood_194,,False,"[[b]]Lü Ji[[/b]]\\nDaughter of the Dragon\\n\\nGeneral type: {{tr:3k_general_type_wood}}\\n\\n[[col:flavour]][[i]]Much is expected from the Warrior Without Equal’s daughter, but the ravishing Lü Ji fights with both the skill and ferocity to live up to the Lü name.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_lady_lu_ji_hero_wood,hv_TEXT_frontend_features.loc.tsv
