,Key,Short Key,Text,Tooltip,Unnamed: 4,Unnamed: 5,Unnamed: 6
44,building_description_texts_long_description_hv_subtown_xiongnu_02,,長描述,True,,,
45,building_description_texts_long_description_hv_subtown_xiongnu_03,,長描述,True,,,
46,building_short_description_texts_short_description_hv_subtown_xiongnu_01,,短描述,True,,,
47,building_short_description_texts_short_description_hv_subtown_xiongnu_02,,短描述,True,,,
48,building_short_description_texts_short_description_hv_subtown_xiongnu_03,,短描述,True,,,
49,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_xiongnu,,匈奴部落,True,,,
50,building_ui_groups_onscreen_name_hv_ui_building_group_xiongnu,,遊牧民族,True,,,
51,building_culture_variants_name_hv_subtown_shanyue_00,,零散山越區,True,,,
52,building_culture_variants_name_hv_subtown_shanyue_01,,山越部落群,True,,,
53,building_culture_variants_name_hv_subtown_shanyue_02,,山越部落鎮,True,,,
54,building_culture_variants_name_hv_subtown_shanyue_control_01,,異民族控制,True,,,
55,building_chains_chain_tooltip_hv_subtown_shanyue,,山越部落,True,,,
56,building_chains_encyclopedia_name_hv_subtown_shanyue,,山越部落,True,,,
57,building_chains_override_description_hv_subtown_shanyue,,這些部落不願歸化，但願意提供軍事援助。,True,,,
58,building_description_texts_long_description_hv_subtown_shanyue_01,,山越人乃是部落民族，比較不習慣定居在漢人奢侈委靡的城邑中，而習慣在野外紮營度日。雖然這支山地部族並非遊牧民族，但仍較倚重農牧。\\n\\n此族人在紮營地既可自給自足，也能有效準備兵力，應對北方持續加重的入侵威脅。,True,,,
59,building_description_texts_long_description_hv_subtown_shanyue_02,,江南一直都是山越族人的家園，他們也希望今後維持不變。這便是他們生存意義所在的真理，也是在諸侯割據的時代，他們必須奮戰保護的傳統。\\n\\n山越人比誰都瞭解南方的山區，並在這嶙峋之地建起了堡壘城寨；這裡遠離殘酷的風雨、也遠離敵人的監視，是他們生活成長之地。,True,,,
60,building_short_description_texts_short_description_hv_subtown_shanyue_01,,「此處乃我等地盤、我等家園、我等基業。斷不能讓你們奪走！」,True,,,
61,building_short_description_texts_short_description_hv_subtown_shanyue_02,,雖然山越人不得不建起柵欄保護自己，但其實他們只想和平度日。,True,,,
62,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_shanyue,,山越部落,True,,,
63,building_ui_groups_onscreen_name_hv_ui_building_group_shanyue,,宗布,True,,,
64,building_culture_variants_name_hv_subtown_sogd_00,,零散粟特區,True,,,
65,building_culture_variants_name_hv_subtown_sogd_01,,粟特商人哨站,True,,,
66,building_culture_variants_name_hv_subtown_sogd_02,,粟特商人軍營,True,,,
67,building_culture_variants_name_hv_subtown_sogd_03,,粟特商人營地,True,,,
68,building_chains_chain_tooltip_hv_subtown_sogd,,粟特商人,True,,,
69,building_chains_encyclopedia_name_hv_subtown_sogd,,粟特商人,True,,,
70,building_chains_override_description_hv_subtown_sogd,,粟特商人駐留此區並增進商貿發展。,True,,,
71,building_description_texts_long_description_hv_subtown_sogd_01,,長描述,True,,,
72,building_description_texts_long_description_hv_subtown_sogd_02,,長描述,True,,,
73,building_description_texts_long_description_hv_subtown_sogd_03,,長描述,True,,,
74,building_short_description_texts_short_description_hv_subtown_sogd_01,,短描述,True,,,
75,building_short_description_texts_short_description_hv_subtown_sogd_02,,短描述,True,,,
76,building_short_description_texts_short_description_hv_subtown_sogd_03,,短描述,True,,,
77,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_sogd,,絲路,True,,,
78,building_ui_groups_onscreen_name_hv_ui_building_group_sogd,,西域商人,True,,,
79,building_culture_variants_name_hv_subtown_wulingman_00,,零散武陵蠻區,True,,,
80,building_culture_variants_name_hv_subtown_wulingman_01,,武陵蠻部落群,True,,,
81,building_culture_variants_name_hv_subtown_wulingman_02,,武陵蠻部落鎮,True,,,
82,building_culture_variants_name_hv_subtown_wulingman_control_01,,異民族控制,True,,,
83,building_chains_chain_tooltip_hv_subtown_wulingman,,武陵蠻部落,True,,,
84,building_chains_encyclopedia_name_hv_subtown_wulingman,,武陵蠻部落,True,,,
85,building_chains_override_description_hv_subtown_wulingman,,武陵蠻建築序列描述,True,,,
86,building_description_texts_long_description_hv_subtown_wulingman_01,,長描述,True,,,
87,building_description_texts_long_description_hv_subtown_wulingman_02,,長描述,True,,,
88,building_short_description_texts_short_description_hv_subtown_wulingman_01,,短描述,True,,,
89,building_short_description_texts_short_description_hv_subtown_wulingman_02,,短描述,True,,,
90,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_wulingman,,武陵蠻部落,True,,,
91,building_ui_groups_onscreen_name_hv_ui_building_group_wulingman,,宗布,True,,,
92,building_culture_variants_name_hv_subtown_garrison_sun_jian_01,,地方豪強院,True,,,
93,building_culture_variants_name_hv_subtown_garrison_sun_jian_02,,地方豪強莊,True,,,
94,building_culture_variants_name_hv_subtown_garrison_sun_jian_03,,地方豪強堡,True,,,
95,building_chains_chain_tooltip_hv_subtown_garrison_sun_jian,,地方豪強,True,,,
96,building_chains_encyclopedia_name_hv_subtown_garrison_sun_jian,,地方豪強,True,,,
97,building_chains_override_description_hv_subtown_garrison_sun_jian,,地方豪強建築序列描述,True,,,
98,building_description_texts_long_description_hv_subtown_garrison_sun_jian_01,,長描述,True,,,
99,building_description_texts_long_description_hv_subtown_garrison_sun_jian_02,,長描述,True,,,
100,building_description_texts_long_description_hv_subtown_garrison_sun_jian_03,,短描述,True,,,
101,building_description_texts_short_description_hv_subtown_garrison_sun_jian_01,,短描述,True,,,
102,building_description_texts_short_description_hv_subtown_garrison_sun_jian_02,,短描述,True,,,
103,building_description_texts_short_description_hv_subtown_garrison_sun_jian_03,,短描述,True,,,
104,building_culture_variants_name_hv_subtown_garrison_01,,巡守衛隊哨站,True,,,
105,building_culture_variants_name_hv_subtown_garrison_02,,巡守衛隊軍營,True,,,
106,building_culture_variants_name_hv_subtown_garrison_03,,巡守衛隊營地,True,,,
107,building_chains_chain_tooltip_hv_subtown_garrison,,巡守衛隊,True,,,
108,building_chains_encyclopedia_name_hv_subtown_garrison,,巡守衛隊,True,,,
109,building_chains_override_description_hv_subtown_garrison,,巡守衛隊建築序列描述,True,,,
110,building_description_texts_long_description_hv_subtown_garrison_01,,長描述,True,,,
111,building_description_texts_long_description_hv_subtown_garrison_02,,長描述,True,,,
112,building_description_texts_long_description_hv_subtown_garrison_03,,長描述,True,,,
113,building_description_texts_short_description_hv_subtown_garrison_01,,短描述,True,,,
114,building_description_texts_short_description_hv_subtown_garrison_02,,短描述,True,,,
115,building_description_texts_short_description_hv_subtown_garrison_03,,短描述,True,,,
116,building_description_texts_long_description_hv_subtown_garrison_ytr_01,,長描述,True,,,
117,building_description_texts_long_description_hv_subtown_garrison_ytr_02,,長描述,True,,,
118,building_description_texts_long_description_hv_subtown_garrison_ytr_03,,長描述,True,,,
119,building_description_texts_short_description_hv_subtown_garrison_ytr_01,,短描述,True,,,
120,building_description_texts_short_description_hv_subtown_garrison_ytr_02,,短描述,True,,,
121,building_description_texts_short_description_hv_subtown_garrison_ytr_03,,短描述,True,,,
122,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_subtown,,附加建物,True,,,
123,building_culture_variants_name_hv_city_fire_10,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 皇城,True,,,
124,building_culture_variants_name_hv_city_fire_04,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型城,True,,,
125,building_culture_variants_name_hv_city_fire_05,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型城,True,,,
126,building_culture_variants_name_hv_city_fire_02,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型鎮,True,,,
127,building_culture_variants_name_hv_city_fire_01,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型鎮,True,,,
128,building_culture_variants_name_hv_city_fire_00,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 荒廢,True,,,
129,building_culture_variants_name_hv_city_fire_08,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型都邑,True,,,
130,building_culture_variants_name_hv_city_fire_09,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型都邑,True,,,
131,building_culture_variants_name_hv_city_fire_03,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型鎮,True,,,
132,building_culture_variants_name_hv_city_fire_07,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型都邑,True,,,
133,building_culture_variants_name_hv_city_fire_06,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型城,True,,,
134,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_08,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型都邑,True,,,
135,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_07,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型都邑,True,,,
136,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_04,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型城,True,,,
137,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_05,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型城,True,,,
138,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_06,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型城,True,,,
139,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_10,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 皇城,True,,,
140,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_09,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型都邑,True,,,
141,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_02,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型鎮,True,,,
142,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_01,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型鎮,True,,,
143,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_00,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 荒廢,True,,,
144,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_03,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型鎮,True,,,
145,building_culture_variants_name_hv_city_earth_10,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 皇城,True,,,
146,building_culture_variants_name_hv_city_earth_04,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型城,True,,,
147,building_culture_variants_name_hv_city_earth_05,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型城,True,,,
148,building_culture_variants_name_hv_city_earth_02,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型鎮,True,,,
149,building_culture_variants_name_hv_city_earth_01,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型鎮,True,,,
150,building_culture_variants_name_hv_city_earth_00,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 荒廢,True,,,
151,building_culture_variants_name_hv_city_earth_08,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型都邑,True,,,
152,building_culture_variants_name_hv_city_earth_09,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型都邑,True,,,
153,building_culture_variants_name_hv_city_earth_03,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型鎮,True,,,
154,building_culture_variants_name_hv_city_earth_07,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型都邑,True,,,
155,building_culture_variants_name_hv_city_earth_06,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型城,True,,,
156,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_08,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型都邑,True,,,
157,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_07,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型都邑,True,,,
158,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_04,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型城,True,,,
159,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_05,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型城,True,,,
160,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_06,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型城,True,,,
161,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_10,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 皇城,True,,,
162,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_09,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型都邑,True,,,
163,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_02,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型鎮,True,,,
164,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_01,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型鎮,True,,,
165,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_00,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 荒廢,True,,,
166,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_03,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型鎮,True,,,
167,building_culture_variants_name_hv_city_wood_10,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 皇城,True,,,
168,building_culture_variants_name_hv_city_wood_04,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型城,True,,,
169,building_culture_variants_name_hv_city_wood_05,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型城,True,,,
170,building_culture_variants_name_hv_city_wood_02,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型鎮,True,,,
171,building_culture_variants_name_hv_city_wood_01,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型鎮,True,,,
172,building_culture_variants_name_hv_city_wood_00,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 荒廢,True,,,
173,building_culture_variants_name_hv_city_wood_08,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型都邑,True,,,
174,building_culture_variants_name_hv_city_wood_09,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型都邑,True,,,
175,building_culture_variants_name_hv_city_wood_03,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型鎮,True,,,
176,building_culture_variants_name_hv_city_wood_07,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型都邑,True,,,
177,building_culture_variants_name_hv_city_wood_06,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型城,True,,,
178,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_08,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型都邑,True,,,
179,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_07,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型都邑,True,,,
180,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_04,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型城,True,,,
181,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_05,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型城,True,,,
182,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_06,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型城,True,,,
183,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_10,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 皇城,True,,,
184,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_09,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型都邑,True,,,
185,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_02,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型鎮,True,,,
186,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_01,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型鎮,True,,,
187,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_00,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 荒廢,True,,,
188,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_03,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型鎮,True,,,
189,building_culture_variants_name_hv_city_metal_10,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 皇城,True,,,
190,building_culture_variants_name_hv_city_metal_04,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型城,True,,,
191,building_culture_variants_name_hv_city_metal_05,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型城,True,,,
192,building_culture_variants_name_hv_city_metal_02,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型鎮,True,,,
193,building_culture_variants_name_hv_city_metal_01,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型鎮,True,,,
194,building_culture_variants_name_hv_city_metal_00,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 荒廢,True,,,
195,building_culture_variants_name_hv_city_metal_08,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型都邑,True,,,
196,building_culture_variants_name_hv_city_metal_09,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型都邑,True,,,
197,building_culture_variants_name_hv_city_metal_03,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型鎮,True,,,
198,building_culture_variants_name_hv_city_metal_07,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型都邑,True,,,
199,building_culture_variants_name_hv_city_metal_06,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型城,True,,,
200,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_08,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型都邑,True,,,
201,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_07,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型都邑,True,,,
202,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_04,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型城,True,,,
203,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_05,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型城,True,,,
204,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_06,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型城,True,,,
205,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_10,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 皇城,True,,,
206,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_09,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型都邑,True,,,
207,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_02,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型鎮,True,,,
208,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_01,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型鎮,True,,,
209,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_00,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 荒廢,True,,,
210,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_03,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型鎮,True,,,
211,building_culture_variants_name_hv_city_water_10,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 皇城,True,,,
212,building_culture_variants_name_hv_city_water_04,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型城,True,,,
213,building_culture_variants_name_hv_city_water_05,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型城,True,,,
214,building_culture_variants_name_hv_city_water_02,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型鎮,True,,,
215,building_culture_variants_name_hv_city_water_01,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型鎮,True,,,
216,building_culture_variants_name_hv_city_water_00,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 荒廢,True,,,
217,building_culture_variants_name_hv_city_water_08,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型都邑,True,,,
218,building_culture_variants_name_hv_city_water_09,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大型都邑,True,,,
219,building_culture_variants_name_hv_city_water_03,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大型鎮,True,,,
220,building_culture_variants_name_hv_city_water_07,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型都邑,True,,,
221,building_culture_variants_name_hv_city_water_06,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大型城,True,,,
222,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_08,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型都邑,True,,,
223,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_07,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型都邑,True,,,
224,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_04,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型城,True,,,
225,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_05,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型城,True,,,
226,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_06,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大型城,True,,,
227,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_10,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 皇城,True,,,
228,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_09,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大型都邑,True,,,
