Key,Text,Tooltip,English,Override by key,Mapped by text,Mapped by pattern,Vanilla,2.2 translation,2.2 translation shortened key,Source,Short Key,File
custom_battle_loadouts_name_hv_cb_loadout_lady_trieu_01,Lady Trieu,False,Lady Trieu,,,,,,,Missing,custom_battle_loadouts_name_hv_cb_loadout_lady_trieu,hv_TEXT_cb_loadout.loc.tsv
custom_battle_loadouts_name_hv_cb_loadout_lady_trieu_02,Lady Trieu [[img:unit_elephant]][[/img]],False,Lady Trieu [[img:unit_elephant]][[/img]],,,,,,,Missing,custom_battle_loadouts_name_hv_cb_loadout_lady_trieu,hv_TEXT_cb_loadout.loc.tsv
custom_battle_loadouts_name_hv_cb_loadout_wu_anguo_01,Wu Anguo,False,Wu Anguo,,,,,,,Missing,custom_battle_loadouts_name_hv_cb_loadout_wu_anguo,hv_TEXT_cb_loadout.loc.tsv
custom_battle_loadouts_name_hv_cb_loadout_zhang_fang_01,Zhang Fang,False,Zhang Fang,,,,,,,Missing,custom_battle_loadouts_name_hv_cb_loadout_zhang_fang,hv_TEXT_cb_loadout.loc.tsv
dilemmas_localised_description_hv_dilemma_dong_bai_dlc05,"A group of beggars appears before you. Among them, a girl dressed nicely comes forward and bows. The girl identifies herself as Dong Bai, the last kin of the tyrant Dong Zhuo, and begs you to take her.",False,"A group of beggars appears before you. Among them, a girl dressed nicely comes forward and bows. The girl identifies herself as Dong Bai, the last kin of the tyrant Dong Zhuo, and begs you to take her.",,,,,,,Missing,dilemmas_localised_description_hv_dilemma_dong_bai,hv_TEXT_events.loc.tsv
dilemmas_localised_description_hv_dilemma_dong_bai_dlc07,"A group of beggars appears before you. Among them, a girl dressed nicely comes forward and bows. The girl identifies herself as Dong Bai, the last kin of the tyrant Dong Zhuo, and begs you to take her.",True,"A group of beggars appears before you. Among them, a girl dressed nicely comes forward and bows. The girl identifies herself as Dong Bai, the last kin of the tyrant Dong Zhuo, and begs you to take her.",,,,,,,Missing,dilemmas_localised_description_hv_dilemma_dong_bai,hv_TEXT_events.loc.tsv
dilemmas_localised_title_hv_dilemma_dong_bai_dlc05,The Last Kin of the Dong Zhuo,False,The Last Kin of the Dong Zhuo,,,,,,,Missing,dilemmas_localised_title_hv_dilemma_dong_bai,hv_TEXT_events.loc.tsv
dilemmas_localised_title_hv_dilemma_dong_bai_dlc07,The Last Kin of the Dong Zhuo,True,The Last Kin of the Dong Zhuo,,,,,,,Missing,dilemmas_localised_title_hv_dilemma_dong_bai,hv_TEXT_events.loc.tsv
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr_0,The fervour is now only left in the white ashes.,True,The fervour is now only left in the white ashes.,,,,,,,Missing,effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr_1,Small but clear.,True,Small but clear.,,,,,,,Missing,effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr_2,A second wind has come.,True,A second wind has come.,,,,,,,Missing,effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr_3,Ready to colour the world once again.,True,Ready to colour the world once again.,,,,,,,Missing,effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr_4,It will be different this time. Obviously...,True,It will be different this time. Obviously...,,,,,,,Missing,effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr_5,It will be different this time. Obviously...,True,It will be different this time. Obviously...,,,,,,,Missing,effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_description_hv_frontend_leader_gongsun_zan_specialisation,[[b]]Stratocracy[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] An inevitable rule to stabilize the turmoil. [[/col]],False,[[b]]Stratocracy[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] An inevitable rule to stabilize the turmoil. [[/col]],,,,,,,Missing,effect_bundles_localised_description_hv_frontend_leader_gongsun_zan,hv_TEXT_frontend_features.loc.tsv
effect_bundles_localised_description_hv_frontend_leader_liu_chong_specialisation,"[[b]]Fortitude[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] With bravery and discipline, Liu Chong inspires his men and puts fear into the enemies of the imperial palace. [[/col]][[/i]] \\n\\n",False,"[[b]]Fortitude[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] With bravery and discipline, Liu Chong inspires his men and puts fear into the enemies of the imperial palace. [[/col]][[/i]] \\n\\n",,,,,,,Missing,effect_bundles_localised_description_hv_frontend_leader_liu_chong,hv_TEXT_frontend_features.loc.tsv
effect_bundles_localised_description_hv_frontend_leader_ma_teng_specialisation,[[b]]Horse Breeding[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] Ferghana horses are bred to equip cavalry forces. [[/col]][[/i]],False,[[b]]Horse Breeding[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] Ferghana horses are bred to equip cavalry forces. [[/col]][[/i]],,,,,,,Missing,effect_bundles_localised_description_hv_frontend_leader_ma_teng,hv_TEXT_frontend_features.loc.tsv
effect_bundles_localised_description_hv_frontend_leader_zhang_yan_specialisation,[[b]]Black Mountain[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] Black Mountain bandits exploit the chaos to bolster their numbers. [[/col]][[/i]],False,[[b]]Black Mountain[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] Black Mountain bandits exploit the chaos to bolster their numbers. [[/col]][[/i]],,,,,,,Missing,effect_bundles_localised_description_hv_frontend_leader_zhang_yan,hv_TEXT_frontend_features.loc.tsv
effect_bundles_localised_description_hv_script_effect_bundle_dong_bai,"No one welcomes them, and everyone cast doubt to your decision.",True,"No one welcomes them, and everyone cast doubt to your decision.",,,,,,,Missing,effect_bundles_localised_description_hv_script_effect_bundle_dong,hv_TEXT_effects_events.loc.tsv
effect_bundles_localised_description_hv_script_effect_bundle_exodus,Lu Bu's retinues want to join us quickly. We may  focus on military redeployment.,True,Lu Bu's retinues want to join us quickly. We may  focus on military redeployment.,,,,,,,Missing,effect_bundles_localised_description_hv_script_effect_bundle,hv_TEXT_effects_events.loc.tsv
effect_bundles_localised_description_hv_script_effect_bundle_lu_bu_legacy,Remnants of Lu Bu's faction have joined us. We may focus on military redeployment.,True,Remnants of Lu Bu's faction have joined us. We may focus on military redeployment.,,,,,,,Missing,effect_bundles_localised_description_hv_script_effect_bundle_lu_bu,hv_TEXT_effects_events.loc.tsv
effect_bundles_localised_description_hv_script_effect_bundle_yuan_shu_legacy,Remnants of Yuan Shu's faction have joined us. We may focus on military redeployment.,True,Remnants of Yuan Shu's faction have joined us. We may focus on military redeployment.,,,,,,,Missing,effect_bundles_localised_description_hv_script_effect_bundle_yuan_shu,hv_TEXT_effects_events.loc.tsv
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr_0,Resurrection: Ash,True,Resurrection: Ash,,,,,,,Missing,effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr_1,Resurrection: Ember,True,Resurrection: Ember,,,,,,,Missing,effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr_2,Resurrection: Reignite,True,Resurrection: Reignite,,,,,,,Missing,effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr_3,Resurrection: Wild Fire,True,Resurrection: Wild Fire,,,,,,,Missing,effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr_4,Resurrection: Great Fire,True,Resurrection: Great Fire,,,,,,,Missing,effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr_5,Resurrection: Great Fire (Complelete),True,Resurrection: Great Fire (Complelete),,,,,,,Missing,effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effect_bundles_localised_title_hv_script_effect_bundle_dong_bai,The Last Kin of the Dong Zhuo,False,The Last Kin of the Dong Zhuo,,,,,,,Missing,effect_bundles_localised_title_hv_script_effect_bundle_dong,hv_TEXT_effects_events.loc.tsv
effect_bundles_localised_title_hv_script_effect_bundle_exodus,Lu Bu's Retinues,False,Lu Bu's Retinues,,,,,,,Missing,effect_bundles_localised_title_hv_script_effect_bundle,hv_TEXT_effects_events.loc.tsv
effect_bundles_localised_title_hv_script_effect_bundle_yuan_northern,Northern Army Captains,False,Northern Army Captains,,,,,,,Missing,effect_bundles_localised_title_hv_script_effect_bundle_yuan,hv_TEXT_events.loc.tsv
effects_description_3k_main_dummy_faction_progression_emperor_proclamation_info,The first three warlords to be named king will proclaim themselves emperor.,False,The first three warlords to be named king will proclaim themselves emperor.,,,,,,,Missing,effects_description_3k_main_dummy_faction_progression_emperor_proclamation,!hv_TEXT_system.loc.tsv
effects_description_hv_dummy_effect_ytr_resurrection,"When your faction reached Enlightened, there will be Yellow Turban rebellion across China.",True,"When your faction reached Enlightened, there will be Yellow Turban rebellion across China.",,,,,,,Missing,effects_description_hv_dummy_effect_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_charge_bonus_ranged_cavalry,[[b]]%+n%[[/b]] charge bonus for Mounted Archer units,True,[[b]]%+n%[[/b]] charge bonus for Mounted Archer units,,,,,,,Missing,effects_description_hv_effect_charge_bonus_ranged,hv_TEXT_effects_technology.loc.tsv
effects_description_hv_effect_dummy_coin_confuse_event,Causes temporary social turmoil,True,Causes temporary social turmoil,,,,,,,Missing,effects_description_hv_effect_dummy_coin_confuse,hv_TEXT_effects_technology.loc.tsv
effects_description_hv_effect_dummy_northern_army_unlock,Unlocks Northern Army Buqu units [[col:scope_description]](own retinue)[[/col]],True,Unlocks Northern Army Buqu units [[col:scope_description]](own retinue)[[/col]],,,,,,,Missing,effects_description_hv_effect_dummy_northern_army,hv_TEXT_effects_ceo.loc.tsv
effects_description_hv_effect_dummy_northern_army_unlock_elite,Unlocks Northern Army Elite units [[col:scope_description]](own retinue)[[/col]],True,Unlocks Northern Army Elite units [[col:scope_description]](own retinue)[[/col]],,,,,,,Missing,effects_description_hv_effect_dummy_northern_army_unlock,hv_TEXT_effects_ceo.loc.tsv
effects_description_hv_effect_dummy_unlock_unit_buqu_of_the_left,Replaces unit: {{tr:hv_unit_buqu_of_the_left}} ({{tr:hv_unit_buqu_archers}}),True,Replaces unit: {{tr:hv_unit_buqu_of_the_left}} ({{tr:hv_unit_buqu_archers}}),,,,,,,Missing,effects_description_hv_effect_dummy_unlock_unit_buqu_of_the,hv_TEXT_skills_additional.loc.tsv
effects_description_hv_effect_dummy_unlock_unit_destroyer_of_traitors,Replaces unit: {{tr:hv_unit_destroyer_of_traitors}} ({{tr:hv_unit_elite_2h_spear_cavalry}}),True,Replaces unit: {{tr:hv_unit_destroyer_of_traitors}} ({{tr:hv_unit_elite_2h_spear_cavalry}}),,,,,,,Missing,effects_description_hv_effect_dummy_unlock_unit_destroyer_of,hv_TEXT_skills_additional.loc.tsv
effects_description_hv_effect_dummy_unlock_unit_handmaid_guard,Replaces unit: {{tr:hv_unit_handmaid_guard}},True,Replaces unit: {{tr:hv_unit_handmaid_guard}},,,,,,,Missing,effects_description_hv_effect_dummy_unlock_unit_handmaid,hv_TEXT_skills_additional.loc.tsv
effects_description_hv_effect_dummy_unlock_unit_swallow_cavalry,Replaces unit: {{tr:hv_unit_swallow_cavalry}} ({{tr:hv_unit_bandits_2h_spear_cavalry}}),True,Replaces unit: {{tr:hv_unit_swallow_cavalry}} ({{tr:hv_unit_bandits_2h_spear_cavalry}}),,,,,,,Missing,effects_description_hv_effect_dummy_unlock_unit_swallow,hv_TEXT_skills_additional.loc.tsv
effects_description_hv_effect_dummy_xiliang_army_unlock,Unlocks Xiliang Army Buqu units [[col:scope_description]](own retinue)[[/col]],True,Unlocks Xiliang Army Buqu units [[col:scope_description]](own retinue)[[/col]],,,,,,,Missing,effects_description_hv_effect_dummy_xiliang_army,hv_TEXT_effects_ceo.loc.tsv
effects_description_hv_effect_dummy_xiliang_army_unlock_elite,Unlocks Xiliang Army Elite units [[col:scope_description]](own retinue)[[/col]],True,Unlocks Xiliang Army Elite units [[col:scope_description]](own retinue)[[/col]],,,,,,,Missing,effects_description_hv_effect_dummy_xiliang_army_unlock,hv_TEXT_effects_ceo.loc.tsv
effects_description_hv_effect_pooled_resource_ytr_decay_rate_1,%-n resurrection decay,True,%-n resurrection decay,,,,,,,Missing,effects_description_hv_effect_pooled_resource_ytr_decay_rate,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_pooled_resource_ytr_population,[[b]]%+n[[/b]] resurrection,True,[[b]]%+n[[/b]] resurrection,,,,,,,Missing,effects_description_hv_effect_pooled_resource_ytr,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_recruitment_cost_ranged_cavalry,[[b]]%+n%[[/b]] recruitment cost for Mounted Archer units,True,[[b]]%+n%[[/b]] recruitment cost for Mounted Archer units,,,,,,,Missing,effects_description_hv_effect_recruitment_cost_ranged,hv_TEXT_effects_technology.loc.tsv
effects_description_hv_effect_unit_cap_fire_archers,Fire Archers: for recruitment: %+n,True,Fire Archers: for recruitment: %+n,,,,,,,Missing,effects_description_hv_effect_unit_cap_fire,hv_TEXT_effects_unit_cap.loc.tsv
effects_description_hv_effect_unit_cap_followers_of_the_flame,Followers of the Flame: for recruitment: %+n,True,Followers of the Flame: for recruitment: %+n,,,,,,,Missing,effects_description_hv_effect_unit_cap_followers_of_the,hv_TEXT_effects_unit_cap.loc.tsv
effects_description_hv_effect_unit_cap_might_of_the_valley,Might of the Valley: for recruitment: %+n,True,Might of the Valley: for recruitment: %+n,,,,,,,Missing,effects_description_hv_effect_unit_cap_might_of_the,hv_TEXT_effects_unit_cap.loc.tsv
effects_description_hv_effect_unit_cap_ravine_warriors,Ravine Warriors: for recruitment: %+n,True,Ravine Warriors: for recruitment: %+n,,,,,,,Missing,effects_description_hv_effect_unit_cap_ravine,hv_TEXT_effects_unit_cap.loc.tsv
effects_description_hv_effect_unit_cap_sanjiang_poison_darts,Sanjiang Poison Darts: for recruitment: %+n,True,Sanjiang Poison Darts: for recruitment: %+n,,,,,,,Missing,effects_description_hv_effect_unit_cap_sanjiang_poison,hv_TEXT_effects_unit_cap.loc.tsv
effects_description_hv_effect_unit_cap_wolf_pack,Wolf Pack: for recruitment: %+n,True,Wolf Pack: for recruitment: %+n,,,,,,,Missing,effects_description_hv_effect_unit_cap_wolf,hv_TEXT_effects_unit_cap.loc.tsv
effects_description_hv_effect_unit_cap_wugou_axe_throwers,Wuguo Axe Throwers: for recruitment: %+n,True,Wuguo Axe Throwers: for recruitment: %+n,,,,,,,Missing,effects_description_hv_effect_unit_cap_wugou_axe,hv_TEXT_effects_unit_cap.loc.tsv
effects_description_hv_effect_unit_cap_wuling_fighters,Wuling Fighters: for recruitment: %+n,True,Wuling Fighters: for recruitment: %+n,,,,,,,Missing,effects_description_hv_effect_unit_cap_wuling,hv_TEXT_effects_unit_cap.loc.tsv
effects_description_hv_effect_unlock_crossing_of_the_styx,Ability: Crossing of the River Sanzu,True,Ability: Crossing of the River Sanzu,,,,,,,Missing,effects_description_hv_effect_unlock_crossing_of_the,hv_TEXT_skills_skill_enable_effect.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_chen_jiu_hero_wood_190,"[[b]]Pang De[[/b]]\\nWhite Horse General\\n\\nGeneral type: {{tr:3k_general_type_wood}}\\n\\n[[col:flavour]][[i]]Pang De is an unrelenting force, whose avowed enemies know they must face him sooner or later.[[/col]][[/i]]",False,"[[b]]Pang De[[/b]]\\nWhite Horse General\\n\\nGeneral type: {{tr:3k_general_type_wood}}\\n\\n[[col:flavour]][[i]]Pang De is an unrelenting force, whose avowed enemies know they must face him sooner or later.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_chen_jiu_hero_wood,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_chen_jiu_hero_wood_194,"[[b]]Pang De[[/b]]\\nWhite Horse General\\n\\nGeneral type: {{tr:3k_general_type_wood}}\\n\\n[[col:flavour]][[i]]Pang De is an unrelenting force, whose avowed enemies know they must face him sooner or later.[[/col]][[/i]]",False,"[[b]]Pang De[[/b]]\\nWhite Horse General\\n\\nGeneral type: {{tr:3k_general_type_wood}}\\n\\n[[col:flavour]][[i]]Pang De is an unrelenting force, whose avowed enemies know they must face him sooner or later.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_chen_jiu_hero_wood,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_chen_jiu_hero_wood_200,"[[b]]Pang De[[/b]]\\nWhite Horse General\\n\\nGeneral type: {{tr:3k_general_type_wood}}\\n\\n[[col:flavour]][[i]]Pang De is an unrelenting force, whose avowed enemies know they must face him sooner or later.[[/col]][[/i]]",False,"[[b]]Pang De[[/b]]\\nWhite Horse General\\n\\nGeneral type: {{tr:3k_general_type_wood}}\\n\\n[[col:flavour]][[i]]Pang De is an unrelenting force, whose avowed enemies know they must face him sooner or later.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_chen_jiu_hero_wood,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_dong_min_hero_earth_182,[[b]]Dong Min[[/b]]\\nGreedy Tyrant\\n\\nGeneral type: {{tr:3k_general_type_earth}}\\n\\n[[col:flavour]][[i]]Dong Min understands the unwritten rules of politics - one can never possess too much power.[[/col]][[/i]],False,[[b]]Dong Min[[/b]]\\nGreedy Tyrant\\n\\nGeneral type: {{tr:3k_general_type_earth}}\\n\\n[[col:flavour]][[i]]Dong Min understands the unwritten rules of politics - one can never possess too much power.[[/col]][[/i]],,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_dong_min_hero_earth,hv_TEXT_frontend_features.loc.tsv
frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_jian_yong_hero_metal_190,"[[b]]Jian Yong[[/b]]\\nComic Storyteller\\n\\nGeneral type: {{tr:3k_general_type_metal}}\\n\\n[[col:flavour]][[i]]A childhood friend of Liu Bei, Jian Yong is carefree and informal, but also a superior orator.[[/col]][[/i]]",False,"[[b]]Jian Yong[[/b]]\\nComic Storyteller\\n\\nGeneral type: {{tr:3k_general_type_metal}}\\n\\n[[col:flavour]][[i]]A childhood friend of Liu Bei, Jian Yong is carefree and informal, but also a superior orator.[[/col]][[/i]]",,,,,,,Missing,frontend_faction_leader_unique_characters_localised_description_3k_mtu_template_historical_jian_yong_hero_metal,hv_TEXT_frontend_features.loc.tsv
