Key,Text,Tooltip,English,OverrideByKey,MappedByText,MappedByPattern,Vanilla,PikaMan,Source,File
building_description_texts_long_description_hv_subtown_garrison_02,长描述,True,long_description,,长描述,,,长描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_sun_jian_01,长描述,True,long_description,,长描述,,,长描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_sun_jian_02,长描述,True,long_description,,长描述,,,长描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_ytr_01,长描述,True,long_description,,长描述,,,长描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_ytr_02,长描述,True,long_description,,长描述,,,长描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_han_small_farm_01,长描述,True,long_description,,长描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_han_small_farm_02,长描述,True,long_description,,长描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_han_small_farm_03,长描述,True,long_description,,长描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_nanman_outpost_01,长描述,True,long_description,,长描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_nanman_shikar_01,长描述,True,long_description,,长描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_qiang_01,长描述,True,qiang_01_long_description,,,,,长描述,PikaMan,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_qiang_02,长描述,True,qiang_02_long_description,,,,,长描述,PikaMan,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_shanyue_01,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,True,"Being a tribal people, the Shanyue are unused to the urban and decadent cities of the Han and prefer a life in encamped in the wilderness. Although not nomadic, the hill tribes are nevertheless a more pastoral, agricultural peoples. \\n\\n From their camps, they can both tend to their needs as a people and prepare themselves, militarily, for the ever-present and increasing threat of invasion from the North.",,,,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,Vanilla,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_shanyue_02,江南一带长久以来一直是山越之民的故乡，他们对这片土地怀有深厚的感情。如今野心勃勃的诸侯们要蚕食他们祖辈所居之地，他们必须拿起武器，以奋战保卫故土。\\n\\n山越之民比汉人更熟悉江南的丘陵地形，他们将自己的堡垒建立在群山中最险要的地方。他们可以在远离天灾人祸的地方安居乐业。,True,"The Southlands have long been the home of the Shanyue tribes, and it is their ardent hope that it always will be. This is the truth by which they live, and one they must fight to protect as warlords begin to encroach. \\n\\n The Shanyue know the hills of the South better than any, and amidst the striking scenery, their fortresses rise: places to live and grow, away from both the extremities of the elements and the eyes of the enemy.",,,,,江南一带长久以来一直是山越之民的故乡，他们对这片土地怀有深厚的感情。如今野心勃勃的诸侯们要蚕食他们祖辈所居之地，他们必须拿起武器，以奋战保卫故土。\\n\\n山越之民比汉人更熟悉江南的丘陵地形，他们将自己的堡垒建立在群山中最险要的地方。他们可以在远离天灾人祸的地方安居乐业。,PikaMan,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_wuhuan_01,长描述,True,wuhuan_01_long_description,,,,,长描述,PikaMan,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_wuhuan_02,长描述,True,wuhuan_02_long_description,,,,,长描述,PikaMan,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_xiongnu_01,长描述,True,xiongnu_01_long_description,,,,,长描述,PikaMan,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_xiongnu_02,长描述,True,xiongnu_02_long_description,,,,,长描述,PikaMan,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_yellow_turban_synad_01,长描述,False,long_description,,长描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_yellow_turban_synad_02,长描述,False,long_description,,长描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_yellow_turban_synad_03,长描述,False,long_description,,长描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_confucius_01,短描述,True,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_danyang_01,短描述,True,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_danyang_02,短描述,True,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_01,短描述,True,short_description,,短描述,,,短描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_02,短描述,True,short_description,,短描述,,,短描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_sun_jian_01,短描述,True,short_description,,短描述,,,短描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_sun_jian_02,短描述,True,short_description,,短描述,,,短描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_ytr_01,短描述,True,short_description,,短描述,,,短描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_ytr_02,短描述,True,short_description,,短描述,,,短描述,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_han_small_farm_01,短描述,True,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_han_small_farm_02,短描述,True,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_han_small_farm_03,短描述,True,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_nanman_outpost_01,短描述,True,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_nanman_shikar_01,短描述,True,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_qiang,羌人部落序列,True,Qiang Tribe,,,,,羌人部落,Procrastinator,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_shanyue,山越部落序列,True,Shanyue Tribe,,,,,山越部落,Procrastinator,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_subtown,附加建筑,True,Attached Building,,,,,附加建筑,PikaMan,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_wuhuan,东胡部落序列,True,Wuhuan Tribe,,,,,乌桓部落,Procrastinator,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_xiongnu,匈奴部落序列,True,Xiongnu Tribe,,,,,匈奴部落,Procrastinator,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_qiang_01,短描述,True,qiang_01_short_description,,,,,短描述,PikaMan,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_qiang_02,短描述,True,qiang_02_short_description,,,,,短描述,PikaMan,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_shanyue_01,「此为我祖辈所居之地，尔等无权强取豪夺！」,True,"This is our land, our home, our history. You cannot have it!",,,,「此为我祖辈所居之地，尔等无权强取豪夺！」,「此为我祖辈所居之地，尔等无权强取豪夺！」,Vanilla,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_shanyue_02,山越之民虽然筑起了围墙，实际上却只想过太平日子。,True,"Although their palisade walls are an unfortunate necessity, the Shanyue seek only to live in peace.",,,,山越之民虽然筑起了围墙，实际上却只想过太平日子。,山越之民虽然筑起了围墙，实际上却只想过太平日子。,Vanilla,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_wuhuan_01,短描述,True,wuhuan_01_short_description,,,,,短描述,PikaMan,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_wuhuan_02,短描述,True,wuhuan_02_short_description,,,,,短描述,PikaMan,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_xiongnu_01,短描述,True,xiongnu_01_short_description,,,,,短描述,PikaMan,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_xiongnu_02,短描述,True,xiongnu_02_short_description,,,,,短描述,PikaMan,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_01,短描述,False,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_02,短描述,False,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_03,短描述,False,short_description,,短描述,,,,MappedByText,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_nanman,南蛮填地序列,False,Nanman Infill Development ,,南蛮填地序列,,,,MappedByText,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_qiang,游牧民族序列,True,Nomad,,,,,游牧民族,Procrastinator,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_shanyue,宗部序列,True,Zong Bu,,宗部序列,,,宗布,MappedByText,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_subtown_bandit,匪患序列,True,Banditry,,匪患序列,,匪患,,MappedByText,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_subtown_confucius,孔子学院序列,True,Confucius Institute,,孔子学院序列,,,,MappedByText,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_subtown_han,填地开发序列,True,Infill Development ,,填地开发序列,,,附加发展,MappedByText,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_wuhuan,游牧民族序列,True,Nomad,,,,,游牧民族,Procrastinator,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_xiongnu,游牧民族序列,True,Nomad,,,,,游牧民族,Procrastinator,hv_TEXT_building.loc.tsv
campaign_effect_scopes_localised_text_character_to_force_own_when_commanding,[[col:scope_description]]（指挥时自军队）[[/col]],True,[[col:scope_description]](own army when commanding)[[/col]],,[[col:scope_description]]（指挥时自军队）[[/col]],,,,MappedByText,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_character_to_character_enemy_regionwide,[[col:scope_description]]（本{{tr:map_region}}内的敌军）[[/col]],True,[[col:scope_description]](enemies in local {{tr:map_region}})[[/col]],,[[col:scope_description]]（本{{tr:map_region}}内的敌军）[[/col]],,[[col:scope_description]]（所在{{tr:map_region}}中敌方）[[/col]],,MappedByText,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_character_to_character_own_forcewide_when_commanding,[[col:scope_description]]（指挥时自军队）[[/col]],True,[[col:scope_description]](own army when commanding)[[/col]],,[[col:scope_description]]（指挥时自军队）[[/col]],,,,MappedByText,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_character_to_faction_leader,[[col:scope_description]]（派系领袖）[[/col]],True,[[col:scope_description]](faction leader)[[/col]],,[[col:scope_description]]（派系领袖）[[/col]],,,,MappedByText,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_region_to_character_own_in_adjacent_regions_all_owners,[[col:scope_description]]（临近{{tr:map_provinces}}）[[/col]],True,[[col:scope_description]](adjacent {{tr:map_provinces}})[[/col]],,,,[[col:scope_description]]（临近{{tr:map_provinces}}）[[/col]],,Vanilla,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_buqu,[[col:scope_description]]（此人等级1以上时）[[/col]],True,[[col:scope_description]](when this character's rank is 1 or higher)[[/col]],,[[col:scope_description]]（此人等级1以上时）[[/col]],,,,MappedByText,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_elite,[[col:scope_description]]（此人等级7以上时）[[/col]],True,[[col:scope_description]](when this character's rank is 7 or higher)[[/col]],,[[col:scope_description]]（此人等级7以上时）[[/col]],,,,MappedByText,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_militia,[[col:scope_description]]（此人等级1以上时）[[/col]],True,[[col:scope_description]](when this character's rank is 1 or higher)[[/col]],,[[col:scope_description]]（此人等级1以上时）[[/col]],,,,MappedByText,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_royal_guards,[[col:scope_description]]（此人等级11以上时）[[/col]],True,[[col:scope_description]](when this character's rank is 11 or higher)[[/col]],,[[col:scope_description]]（此人等级11以上时）[[/col]],,,,MappedByText,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_region_to_force_own_in_adjacent_regions,[[col:scope_description]]（相邻各{{tr:map_regions}}）[[/col]],True,[[col:scope_description]](adjacent all {{tr:map_regions}})[[/col]],,[[col:scope_description]]（相邻各{{tr:map_regions}}）[[/col]],,,[[col:scope_description]]（临近{{tr:map_regions}}）[[/col]],MappedByText,hv_TEXT_effects_building.loc.tsv
campaign_localised_strings_string_3k_dlc07_captains_armoury_whitewater_title,一条密计,True,A Secret Plan,,一条密计,,,,MappedByText,hv_TEXT_effects_skills.loc.tsv
campaign_localised_strings_string_3k_dlc07_tutorial_mode_imperial_hud_description,选择此项将打开朝廷权谋面板，该面板统管着公元195年献帝加元服后开启的所有机制，代表着皇权所面临的政治角力。,False,"Selecting this will open the Imperial Intrigue panel, which governs all the mechanics which become active once Emperor Xian comes of age in 195 CE, introducing a struggle over the influence of the new imperial power.",,选择此项将打开朝廷权谋面板，该面板统管着公元195年献帝加元服后开启的所有机制，代表着皇权所面临的政治角力。,,,,MappedByText,ifo_text_TWEAK.loc.tsv
campaign_localised_strings_string_dlc07_imperial_intrigue_panel_invalid_self_target,不能指向自己。,False,You can't target yourself. ,,不能指向自己。,,,,MappedByText,ifo_text_TWEAK.loc.tsv
campaign_localised_strings_string_military_force_morale_effect_bonus_value_animosity,过剩,False,Congestion,,过剩,,,,MappedByText,hv_TEXT_effect_faction.loc.tsv
campaign_localised_strings_string_unit_locked_ceo,你没有所需的：%S。,False,You do not have the prerequisite: %S.,,你没有所需的：%S。,,,,MappedByText,!hv_TEXT_system.loc.tsv
campaign_payload_ui_details_description_3k_dlc_07_child_emperor_banquet_dilemma_text,结果不明,False,Unknown result,,结果不明,,,,MappedByText,ifo_text_TWEAK.loc.tsv
campaign_payload_ui_details_description_3k_dlc_07_child_emperor_rites_dilemma_text,结果不明,False,Unknown result,,结果不明,,,,MappedByText,ifo_text_TWEAK.loc.tsv
campaign_payload_ui_details_description_dummy_hv_cao_cao_qingzhoubing,或许可以招揽……,True,Perhaps you can bring them into your fold...,,或许可以招揽……,,,,MappedByText,hv_TEXT_events.loc.tsv
