Key,English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,Skill
character_skills_localised_description_3k_main_skill_special_ability_water_elegant_and_cultured,Her cultured and considerate approach boosts the army’s fighting skill and spirit.,熟读兵书，精通兵法之将领可令千人有万人之威。,Mtu,,,熟读兵书，精通兵法之将领可令千人有万人之威。,False,False,熟讀兵書，精通兵法之將領可令千人有萬人之威。,Mtu,,,熟讀兵書，精通兵法之將領可令千人有萬人之威。,3k_main_ability_elegant_and_cultured
unit_abilities_tooltip_text_3k_main_ability_elegant_and_cultured,Her cultured and considerate approach boosts the army’s fighting skill and spirit.,熟读兵书，精通兵法之将领可令千人有万人之威。,Mtu,,,熟读兵书，精通兵法之将领可令千人有万人之威。,False,False,熟讀兵書，精通兵法之將領可令千人有萬人之威。,Mtu,,,熟讀兵書，精通兵法之將領可令千人有萬人之威。,3k_main_ability_elegant_and_cultured
character_skills_localised_name_3k_main_skill_special_ability_wood_guardian,Guardian,卫足,MappedByPattern,卫御甲,,卫足,False,False,衛足,MappedByPattern,護衛,,衛足,3k_main_ability_guardian
special_ability_phases_onscreen_name_3k_main_ability_guardian,Guardian,卫足,MappedByPattern,卫御甲,,卫足,False,False,衛足,MappedByPattern,護衛,,衛足,3k_main_ability_guardian
special_ability_phases_onscreen_name_hv_ability_guardian,Guardian,卫足,MappedByPattern,卫御甲,卫御甲,金鼓,True,True,衛足,MappedByPattern,護衛,護衛,金鼓,3k_main_ability_guardian
unit_abilities_onscreen_name_3k_main_ability_guardian,Guardian,卫足,MappedByPattern,卫御甲,,卫足,False,False,衛足,MappedByPattern,護衛,,衛足,3k_main_ability_guardian
unit_abilities_onscreen_name_hv_ability_guardian,Guardian,卫足,MappedByPattern,卫御甲,卫御甲,金鼓,True,True,衛足,MappedByPattern,護衛,護衛,金鼓,3k_main_ability_guardian
unit_ability_types_localised_description_3k_main_ability_guardian,Guardian,卫足,MappedByPattern,卫御甲,,卫足,False,False,衛足,MappedByPattern,護衛,,衛足,3k_main_ability_guardian
unit_ability_types_localised_description_hv_ability_guardian,Guardian,卫足,MappedByPattern,卫御甲,卫御甲,金鼓,True,True,衛足,MappedByPattern,護衛,護衛,金鼓,3k_main_ability_guardian
character_skills_localised_description_3k_main_skill_special_ability_wood_guardian,A noble guardian protects his people at all costs.,百姓卫士，民为其足,Mtu,,,百姓卫士，民为其足,False,False,百姓衛士，民爲其足,Procrastinator,,,百姓衛士，民爲其足,3k_main_ability_guardian
unit_abilities_tooltip_text_3k_main_ability_guardian,A noble guardian protects his people at all costs.,百姓卫士，民为其足,Mtu,,,百姓卫士，民为其足,False,False,百姓衛士，民爲其足,Procrastinator,,,百姓衛士，民爲其足,3k_main_ability_guardian
character_skills_localised_name_3k_main_skill_special_ability_wood_hope_of_nam_viet,Hope of Nam Viet,民意,Mtu,,,民意,False,False,民意,Mtu,,,民意,3k_main_ability_hope_of_nam_viet
special_ability_phases_onscreen_name_3k_main_ability_hope_of_nam_viet,Hope of Nam Viet,民意,Mtu,,,民意,False,False,民意,Mtu,,,民意,3k_main_ability_hope_of_nam_viet
unit_abilities_onscreen_name_3k_main_ability_hope_of_nam_viet,Hope of Nam Viet,民意,Mtu,,,民意,False,False,民意,Mtu,,,民意,3k_main_ability_hope_of_nam_viet
unit_ability_types_localised_description_3k_main_ability_hope_of_nam_viet,Hope of Nam Viet,民意,Mtu,,,民意,False,False,民意,Mtu,,,民意,3k_main_ability_hope_of_nam_viet
character_skills_localised_description_3k_main_skill_special_ability_wood_hope_of_nam_viet,The hopes of her people rest squarely on her shoulders; Lady Trieu will not fail them.,身背骆越人民的希望，赵贞娘绝不会退缩。,Mtu,,,身背骆越人民的希望，赵贞娘绝不会退缩。,False,False,身背駱越人民的希望，趙貞娘絕不會退縮。,Mtu,,,身背駱越人民的希望，趙貞娘絕不會退縮。,3k_main_ability_hope_of_nam_viet
unit_abilities_tooltip_text_3k_main_ability_hope_of_nam_viet,The hopes of her people rest squarely on her shoulders; Lady Trieu will not fail them.,身背骆越人民的希望，赵贞娘绝不会退缩。,Mtu,,,身背骆越人民的希望，赵贞娘绝不会退缩。,False,False,身背駱越人民的希望，趙貞娘絕不會退縮。,Mtu,,,身背駱越人民的希望，趙貞娘絕不會退縮。,3k_main_ability_hope_of_nam_viet
character_skills_localised_name_3k_main_skill_special_ability_earth_lady_dong_cruel_command,Cruel Command,强令,Mtu,,,强令,False,False,強令,Mtu,,,強令,3k_main_ability_lady_dong_cruel_command
character_skills_localised_name_hv_skill_ability_cruel_lord_authority,Cruel Command,强令,Procrastinator,,酷令,强令,False,False,強令,Procrastinator,,酷令,強令,3k_main_ability_lady_dong_cruel_command
special_ability_phases_onscreen_name_3k_main_ability_lady_dong_cruel_command,Cruel Command,强令,Mtu,,,强令,False,False,強令,Mtu,,,強令,3k_main_ability_lady_dong_cruel_command
special_ability_phases_onscreen_name_hv_ability_cruel_lord_1,Cruel Command,强令,Procrastinator,,酷令,强令,False,False,強令,Procrastinator,,酷令,強令,3k_main_ability_lady_dong_cruel_command
special_ability_phases_onscreen_name_hv_ability_cruel_lord_2,Cruel Command,强令,Procrastinator,,酷令 (疲劳),强令,False,False,強令,Procrastinator,,酷令 (疲勞),強令,3k_main_ability_lady_dong_cruel_command
unit_abilities_onscreen_name_3k_main_ability_lady_dong_cruel_command,Cruel Command,强令,Mtu,,,强令,False,False,強令,Mtu,,,強令,3k_main_ability_lady_dong_cruel_command
unit_abilities_onscreen_name_hv_ability_cruel_lord,Cruel Command,强令,Procrastinator,,酷令,强令,False,False,強令,Procrastinator,,酷令,強令,3k_main_ability_lady_dong_cruel_command
unit_ability_types_localised_description_3k_main_ability_lady_dong_cruel_command,Cruel Command,强令,MappedByPattern,,,宁舍尔命，也得保障夫人毫发无伤。,True,True,強令,MappedByPattern,,,寧舍爾命，也得保障夫人毫髮無傷。,3k_main_ability_lady_dong_cruel_command
unit_ability_types_localised_description_hv_ability_cruel_lord,Cruel Command,强令,Procrastinator,,酷令,强令,False,False,強令,Procrastinator,,酷令,強令,3k_main_ability_lady_dong_cruel_command
character_skills_localised_description_3k_main_skill_special_ability_earth_lady_dong_cruel_command,“Protect me! Sacrifice your life if you must!”,宁舍尔命，也得保障夫人毫发无伤。,Mtu,,,宁舍尔命，也得保障夫人毫发无伤。,False,False,寧舍爾命，也得保障夫人毫髮無傷。,Mtu,,,寧舍爾命，也得保障夫人毫髮無傷。,3k_main_ability_lady_dong_cruel_command
unit_abilities_tooltip_text_3k_main_ability_lady_dong_cruel_command,“Protect me! Sacrifice your life if you must!”,宁舍尔命，也得保障夫人毫发无伤。,Mtu,,,宁舍尔命，也得保障夫人毫发无伤。,False,False,寧舍爾命，也得保障夫人毫髮無傷。,Mtu,,,寧舍爾命，也得保障夫人毫髮無傷。,3k_main_ability_lady_dong_cruel_command
character_skills_localised_name_3k_main_skill_special_ability_water_lament,Lament,恸哭,Mtu,,,恸哭,False,False,慟哭,Mtu,,,慟哭,3k_main_ability_lament
special_ability_phases_onscreen_name_3k_main_ability_lament,Lament,恸哭,Mtu,,,恸哭,False,False,慟哭,Mtu,,,慟哭,3k_main_ability_lament
unit_abilities_onscreen_name_3k_main_ability_lament,Lament,恸哭,Mtu,,,恸哭,False,False,慟哭,Mtu,,,慟哭,3k_main_ability_lament
unit_ability_types_localised_description_3k_main_ability_lament,Lament,恸哭,Mtu,,,恸哭,False,False,慟哭,Mtu,,,慟哭,3k_main_ability_lament
character_skills_localised_description_3k_main_skill_special_ability_water_lament,How did the state of affairs end up so dire...,梨花带雨，我见犹怜。,Mtu,,,梨花带雨，我见犹怜。,False,False,梨花帶雨，我見猶憐。,Mtu,,,梨花帶雨，我見猶憐。,3k_main_ability_lament
unit_abilities_tooltip_text_3k_main_ability_lament,How did the state of affairs end up so dire...,梨花带雨，我见犹怜。,Mtu,,,梨花带雨，我见犹怜。,False,False,梨花帶雨，我見猶憐。,Mtu,,,梨花帶雨，我見猶憐。,3k_main_ability_lament
character_skills_localised_name_3k_main_skill_special_ability_wood_last_resist,Perpetual Devotion,背水,Mtu,,,背水,False,False,背水,Mtu,,,背水,3k_main_ability_last_resist
special_ability_phases_onscreen_name_3k_main_ability_last_resist,Perpetual Devotion,背水,Mtu,,,背水,False,False,背水,Mtu,,,背水,3k_main_ability_last_resist
unit_abilities_onscreen_name_3k_main_ability_last_resist,Perpetual Devotion,背水,Mtu,,,背水,False,False,背水,Mtu,,,背水,3k_main_ability_last_resist
unit_ability_types_localised_description_3k_main_ability_last_resist,Perpetual Devotion,背水,Mtu,,,背水,False,False,背水,Mtu,,,背水,3k_main_ability_last_resist
character_skills_localised_description_3k_main_skill_special_ability_wood_last_resist,"Revered for his allegiance to his Lord and his cause, Shen Pei shall never retreat as long as his Lord’s interests are threatened.",就算被围，也拒不投降，背水一战。,Leiwai,,,就算被围，审配也拒不投降，背水一战。,True,True,就算被圍，也拒不投降，背水一戰。,Leiwai,,,就算被圍，審配也拒不投降，背水一戰。,3k_main_ability_last_resist
unit_abilities_tooltip_text_3k_main_ability_last_resist,"Revered for his allegiance to his Lord and his cause, Shen Pei shall never retreat as long as his Lord’s interests are threatened.",就算被围，也拒不投降，背水一战。,Leiwai,,,就算被围，审配也拒不投降，背水一战。,True,True,就算被圍，也拒不投降，背水一戰。,Leiwai,,,就算被圍，審配也拒不投降，背水一戰。,3k_main_ability_last_resist
character_skills_localised_name_3k_main_skill_special_ability_water_loyal_advice,Sound Advice,劝谏,Mtu,,,劝谏,False,False,勸諫,Mtu,,,勸諫,3k_main_ability_loyal_advice
special_ability_phases_onscreen_name_3k_main_ability_loyal_advice1,Sound Advice,劝谏,Mtu,,,劝谏,False,False,勸諫,Mtu,,,勸諫,3k_main_ability_loyal_advice
special_ability_phases_onscreen_name_3k_main_ability_loyal_advice2,Sound Advice,劝谏,Mtu,,,劝谏,False,False,勸諫,Mtu,,,勸諫,3k_main_ability_loyal_advice
unit_abilities_onscreen_name_3k_main_ability_loyal_advice,Sound Advice,劝谏,Mtu,,,劝谏,False,False,勸諫,Mtu,,,勸諫,3k_main_ability_loyal_advice
unit_ability_types_localised_description_3k_main_ability_loyal_advice,Sound Advice,劝谏,Mtu,,,劝谏,False,False,勸諫,Mtu,,,勸諫,3k_main_ability_loyal_advice
character_skills_localised_description_3k_main_skill_special_ability_water_loyal_advice,Yan Xiang’s calculated and prudent counsel prevails again and again.,「昔周自后稷至于文王，积德累功，三分天下有其二，犹服事殷。明公虽奕世克昌，未若有周之盛，汉室虽微，未若殷纣之暴也。」,Mtu,,,「昔周自后稷至于文王，积德累功，三分天下有其二，犹服事殷。明公虽奕世克昌，未若有周之盛，汉室虽微，未若殷纣之暴也。」,False,False,「昔周自後稷至於文王，積德累功，三分天下有其二，猶服事殷。明公雖奕世克昌，未若有周之盛，漢室雖微，未若殷紂之暴也。」,Mtu,,,「昔周自後稷至於文王，積德累功，三分天下有其二，猶服事殷。明公雖奕世克昌，未若有周之盛，漢室雖微，未若殷紂之暴也。」,3k_main_ability_loyal_advice
unit_abilities_tooltip_text_3k_main_ability_loyal_advice,Yan Xiang’s calculated and prudent counsel prevails again and again.,「昔周自后稷至于文王，积德累功，三分天下有其二，犹服事殷。明公虽奕世克昌，未若有周之盛，汉室虽微，未若殷纣之暴也。」,Mtu,,,「昔周自后稷至于文王，积德累功，三分天下有其二，犹服事殷。明公虽奕世克昌，未若有周之盛，汉室虽微，未若殷纣之暴也。」,False,False,「昔周自後稷至於文王，積德累功，三分天下有其二，猶服事殷。明公雖奕世克昌，未若有周之盛，漢室雖微，未若殷紂之暴也。」,Mtu,,,「昔周自後稷至於文王，積德累功，三分天下有其二，猶服事殷。明公雖奕世克昌，未若有周之盛，漢室雖微，未若殷紂之暴也。」,3k_main_ability_loyal_advice
character_skills_localised_name_3k_main_skill_special_ability_wood_martial_prodigy,Martial Prodigy,异禀,Mtu,,,异禀,False,False,異稟,Mtu,,,異稟,3k_main_ability_martial_prodigy
special_ability_phases_onscreen_name_3k_main_ability_martial_prodigy,Martial Prodigy,异禀,Mtu,,,异禀,False,False,異稟,Mtu,,,異稟,3k_main_ability_martial_prodigy
unit_abilities_onscreen_name_3k_main_ability_martial_prodigy,Martial Prodigy,异禀,Mtu,,,异禀,False,False,異稟,Mtu,,,異稟,3k_main_ability_martial_prodigy
unit_ability_types_localised_description_3k_main_ability_martial_prodigy,Martial Prodigy,异禀,Mtu,,,异禀,False,False,異稟,Mtu,,,異稟,3k_main_ability_martial_prodigy
character_skills_localised_description_3k_main_skill_special_ability_wood_martial_prodigy,"Lü Ji, gifted with uncanny martial talent and the ambition to hone her skills, wreaks havoc on the battlefield.",父为吕奉先，吕姬天赋异禀。,Mtu,,,父为吕奉先，吕姬天赋异禀。,False,False,父爲呂奉先，呂姬天賦異稟。,Procrastinator,,,父爲呂奉先，呂姬天賦異稟。,3k_main_ability_martial_prodigy
unit_abilities_tooltip_text_3k_main_ability_martial_prodigy,"Lü Ji, gifted with uncanny martial talent and the ambition to hone her skills, wreaks havoc on the battlefield.",父为吕奉先，吕姬天赋异禀。,Mtu,,,父为吕奉先，吕姬天赋异禀。,False,False,父爲呂奉先，呂姬天賦異稟。,Procrastinator,,,父爲呂奉先，呂姬天賦異稟。,3k_main_ability_martial_prodigy
character_skills_localised_name_3k_main_skill_special_ability_wood_mercy_of_the_forest,Mercy of the Forest,琼林,Mtu,,,琼林,False,False,瓊林,Mtu,,,瓊林,3k_main_ability_mercy_of_the_forest
special_ability_phases_onscreen_name_3k_main_ability_mercy_of_the_forest,Mercy of the Forest,琼林,Mtu,,,琼林,False,False,瓊林,Mtu,,,瓊林,3k_main_ability_mercy_of_the_forest
unit_abilities_onscreen_name_3k_main_ability_mercy_of_the_forest,Mercy of the Forest,琼林,Mtu,,,琼林,False,False,瓊林,Mtu,,,瓊林,3k_main_ability_mercy_of_the_forest
unit_ability_types_localised_description_3k_main_ability_mercy_of_the_forest,Mercy of the Forest,琼林,Mtu,,,琼林,False,False,瓊林,Mtu,,,瓊林,3k_main_ability_mercy_of_the_forest
character_skills_localised_description_3k_main_skill_special_ability_wood_mercy_of_the_forest,"The favor of nature, though bountiful, does not come often.",来自于自然的恩惠，可是不可多得的。,Mtu,,,来自于自然的恩惠，可是不可多得的。,False,False,來自於自然的恩惠，可是不可多得的。,Procrastinator,,,來自於自然的恩惠，可是不可多得的。,3k_main_ability_mercy_of_the_forest
unit_abilities_tooltip_text_3k_main_ability_mercy_of_the_forest,"The favor of nature, though bountiful, does not come often.",来自于自然的恩惠，可是不可多得的。,Mtu,,,来自于自然的恩惠，可是不可多得的。,False,False,來自於自然的恩惠，可是不可多得的。,Procrastinator,,,來自於自然的恩惠，可是不可多得的。,3k_main_ability_mercy_of_the_forest
character_skills_localised_name_3k_main_skill_special_ability_earth_order_of_tyrant,Order of the Tyrant,遮天,Mtu,,,遮天,False,False,遮天,Mtu,,,遮天,3k_main_ability_order_of_tyrant
special_ability_phases_onscreen_name_3k_main_ability_order_of_tyrant,Order of the Tyrant,遮天,Mtu,,,遮天,False,False,遮天,Mtu,,,遮天,3k_main_ability_order_of_tyrant
unit_abilities_onscreen_name_3k_main_ability_order_of_tyrant,Order of the Tyrant,遮天,Mtu,,,遮天,False,False,遮天,Mtu,,,遮天,3k_main_ability_order_of_tyrant
unit_ability_types_localised_description_3k_main_ability_order_of_tyrant,Order of the Tyrant,遮天,Mtu,,,遮天,False,False,遮天,Mtu,,,遮天,3k_main_ability_order_of_tyrant
character_skills_localised_description_3k_main_skill_special_ability_earth_order_of_tyrant,The roar of the tyrant hardens even the most cowardly soldier.,暴君的怒吼能让最懦弱的士兵也士气高昂，坚如磐石。,Mtu,,,暴君的怒吼能让最懦弱的士兵也士气高昂，坚如磐石。,False,False,暴君的怒吼能讓最懦弱的士兵也士氣高昂，堅如磐石。,Mtu,,,暴君的怒吼能讓最懦弱的士兵也士氣高昂，堅如磐石。,3k_main_ability_order_of_tyrant
unit_abilities_tooltip_text_3k_main_ability_order_of_tyrant,The roar of the tyrant hardens even the most cowardly soldier.,暴君的怒吼能让最懦弱的士兵也士气高昂，坚如磐石。,Mtu,,,暴君的怒吼能让最懦弱的士兵也士气高昂，坚如磐石。,False,False,暴君的怒吼能讓最懦弱的士兵也士氣高昂，堅如磐石。,Mtu,,,暴君的怒吼能讓最懦弱的士兵也士氣高昂，堅如磐石。,3k_main_ability_order_of_tyrant
character_skills_localised_name_3k_main_skill_special_ability_metal_shadow_of_the_black_mountain,Shadow of the Black Mountain,黑影,Mtu,,,黑影,False,False,黑影,Mtu,,,黑影,3k_main_ability_shadow_of_the_black_mountain
special_ability_phases_onscreen_name_3k_main_ability_shadow_of_the_black_mountain,Shadow of the Black Mountain,黑影,Mtu,,,黑影,False,False,黑影,Mtu,,,黑影,3k_main_ability_shadow_of_the_black_mountain
unit_abilities_onscreen_name_3k_main_ability_shadow_of_the_black_mountain,Shadow of the Black Mountain,黑影,Mtu,,,黑影,False,False,黑影,Mtu,,,黑影,3k_main_ability_shadow_of_the_black_mountain
unit_ability_types_localised_description_3k_main_ability_shadow_of_the_black_mountain,Shadow of the Black Mountain,黑影,Mtu,,,黑影,False,False,黑影,Mtu,,,黑影,3k_main_ability_shadow_of_the_black_mountain
character_skills_localised_description_3k_main_skill_special_ability_metal_shadow_of_the_black_mountain,Legends speak of a woman who slips in and out of the shadows of Heishan...,传黑山有一女，能如遁迹匿影，来去自如。,Mtu,,,传黑山有一女，能如遁迹匿影，来去自如。,False,False,傳黑山有一女，能如遁跡匿影，來去自如。,Mtu,,,傳黑山有一女，能如遁跡匿影，來去自如。,3k_main_ability_shadow_of_the_black_mountain
unit_abilities_tooltip_text_3k_main_ability_shadow_of_the_black_mountain,Legends speak of a woman who slips in and out of the shadows of Heishan...,传黑山有一女，能如遁迹匿影，来去自如。,Mtu,,,传黑山有一女，能如遁迹匿影，来去自如。,False,False,傳黑山有一女，能如遁跡匿影，來去自如。,Mtu,,,傳黑山有一女，能如遁跡匿影，來去自如。,3k_main_ability_shadow_of_the_black_mountain
character_skills_localised_name_3k_main_skill_special_ability_water_tantrum,Tantrum,痛斥,Mtu,,,痛斥,False,False,痛斥,Mtu,,,痛斥,3k_main_ability_tantrum
special_ability_phases_onscreen_name_3k_main_ability_tantrum1,Tantrum,痛斥,Mtu,,,痛斥,False,False,痛斥,Mtu,,,痛斥,3k_main_ability_tantrum
special_ability_phases_onscreen_name_3k_main_ability_tantrum2,Tantrum,痛斥,Mtu,,,痛斥,False,False,痛斥,Mtu,,,痛斥,3k_main_ability_tantrum
unit_abilities_onscreen_name_3k_main_ability_tantrum,Tantrum,痛斥,Mtu,,,痛斥,False,False,痛斥,Mtu,,,痛斥,3k_main_ability_tantrum
unit_ability_types_localised_description_3k_main_ability_tantrum,Tantrum,痛斥,Mtu,,,痛斥,False,False,痛斥,Mtu,,,痛斥,3k_main_ability_tantrum
character_skills_localised_description_3k_main_skill_special_ability_water_tantrum,"Most men would voluntarily take on an entire army alone, if it means escaping the tantrum of this insufferable child.",将士宁可上阵出生入死，也不肯在营中被将军责骂。,Mtu,,,将士宁可上阵出生入死，也不肯在营中被将军责骂。,False,False,將士寧可上陣出生入死，也不肯在營中被將軍責罵。,Procrastinator,,,將士寧可上陣出生入死，也不肯在營中被將軍責罵。,3k_main_ability_tantrum
unit_abilities_tooltip_text_3k_main_ability_tantrum,"Most men would voluntarily take on an entire army alone, if it means escaping the tantrum of this insufferable child.",将士宁可上阵出生入死，也不肯在营中被将军责骂。,Mtu,,,将士宁可上阵出生入死，也不肯在营中被将军责骂。,False,False,將士寧可上陣出生入死，也不肯在營中被將軍責罵。,Procrastinator,,,將士寧可上陣出生入死，也不肯在營中被將軍責罵。,3k_main_ability_tantrum
character_skills_localised_name_3k_main_skill_special_ability_water_tragic_foresight,Unfortunate Foresight,止战,Mtu,,,止战,False,False,止戰,Mtu,,,止戰,3k_main_ability_tragic_foresight
