,Key,Short Key,Text,Tooltip
44,building_description_texts_long_description_hv_subtown_xiongnu_02,,长描述,True
45,building_description_texts_long_description_hv_subtown_xiongnu_03,,长描述,True
46,building_short_description_texts_short_description_hv_subtown_xiongnu_01,,短描述,True
47,building_short_description_texts_short_description_hv_subtown_xiongnu_02,,短描述,True
48,building_short_description_texts_short_description_hv_subtown_xiongnu_03,,短描述,True
49,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_xiongnu,,匈奴部落,True
50,building_ui_groups_onscreen_name_hv_ui_building_group_xiongnu,,游牧民族,True
51,building_culture_variants_name_hv_subtown_shanyue_00,,山越营地,True
52,building_culture_variants_name_hv_subtown_shanyue_01,,山越聚落,True
53,building_culture_variants_name_hv_subtown_shanyue_02,,山越集镇,True
54,building_culture_variants_name_hv_subtown_shanyue_control_01,,异族控制,True
55,building_chains_chain_tooltip_hv_subtown_shanyue,,山越部落,True
56,building_chains_encyclopedia_name_hv_subtown_shanyue,,山越部落,True
57,building_chains_override_description_hv_subtown_shanyue,,这些部落不愿归化，但愿意提供军事援助。,True
58,building_description_texts_long_description_hv_subtown_shanyue_01,,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,True
59,building_description_texts_long_description_hv_subtown_shanyue_02,,江南一带长久以来一直是山越之民的故乡，他们对这片土地怀有深厚的感情。如今野心勃勃的诸侯们要蚕食他们祖辈所居之地，他们必须拿起武器，以奋战保卫故土。\\n\\n山越之民比汉人更熟悉江南的丘陵地形，他们将自己的堡垒建立在群山中最险要的地方。他们可以在远离天灾人祸的地方安居乐业。,True
60,building_short_description_texts_short_description_hv_subtown_shanyue_01,,「此为我祖辈所居之地，尔等无权强取豪夺！」,True
61,building_short_description_texts_short_description_hv_subtown_shanyue_02,,山越之民虽然筑起了围墙，实际上却只想过太平日子。,True
62,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_shanyue,,山越部落,True
63,building_ui_groups_onscreen_name_hv_ui_building_group_shanyue,,宗布,True
64,building_culture_variants_name_hv_subtown_sogd_00,,零散粟特区,True
65,building_culture_variants_name_hv_subtown_sogd_01,,粟特商人哨站,True
66,building_culture_variants_name_hv_subtown_sogd_02,,粟特商人军营,True
67,building_culture_variants_name_hv_subtown_sogd_03,,粟特商人营地,True
68,building_chains_chain_tooltip_hv_subtown_sogd,,粟特商人,True
69,building_chains_encyclopedia_name_hv_subtown_sogd,,粟特商人,True
70,building_chains_override_description_hv_subtown_sogd,,粟特商人驻留此区并增进商贸发展。,True
71,building_description_texts_long_description_hv_subtown_sogd_01,,长描述,True
72,building_description_texts_long_description_hv_subtown_sogd_02,,长描述,True
73,building_description_texts_long_description_hv_subtown_sogd_03,,长描述,True
74,building_short_description_texts_short_description_hv_subtown_sogd_01,,短描述,True
75,building_short_description_texts_short_description_hv_subtown_sogd_02,,短描述,True
76,building_short_description_texts_short_description_hv_subtown_sogd_03,,短描述,True
77,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_sogd,,丝路,True
78,building_ui_groups_onscreen_name_hv_ui_building_group_sogd,,西域商人,True
79,building_culture_variants_name_hv_subtown_wulingman_00,,武陵蛮散户,True
80,building_culture_variants_name_hv_subtown_wulingman_01,,武陵蛮聚落,True
81,building_culture_variants_name_hv_subtown_wulingman_02,,武陵蛮集镇,True
82,building_culture_variants_name_hv_subtown_wulingman_control_01,,异族控制,True
83,building_chains_chain_tooltip_hv_subtown_wulingman,,武陵蛮部落,True
84,building_chains_encyclopedia_name_hv_subtown_wulingman,,武陵蛮部落,True
85,building_chains_override_description_hv_subtown_wulingman,,武陵蛮建筑序列描述,True
86,building_description_texts_long_description_hv_subtown_wulingman_01,,长描述,True
87,building_description_texts_long_description_hv_subtown_wulingman_02,,长描述,True
88,building_short_description_texts_short_description_hv_subtown_wulingman_01,,短描述,True
89,building_short_description_texts_short_description_hv_subtown_wulingman_02,,短描述,True
90,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_wulingman,,武陵蛮部落,True
91,building_ui_groups_onscreen_name_hv_ui_building_group_wulingman,,宗布,True
92,building_culture_variants_name_hv_subtown_garrison_sun_jian_01,,地主庭院,True
93,building_culture_variants_name_hv_subtown_garrison_sun_jian_02,,巨贾庄园,True
94,building_culture_variants_name_hv_subtown_garrison_sun_jian_03,,豪绅治所,True
95,building_chains_chain_tooltip_hv_subtown_garrison_sun_jian,,地方豪强,True
96,building_chains_encyclopedia_name_hv_subtown_garrison_sun_jian,,地方豪强,True
97,building_chains_override_description_hv_subtown_garrison_sun_jian,,地方豪强建筑序列描述,True
98,building_description_texts_long_description_hv_subtown_garrison_sun_jian_01,,长描述,True
99,building_description_texts_long_description_hv_subtown_garrison_sun_jian_02,,长描述,True
100,building_description_texts_long_description_hv_subtown_garrison_sun_jian_03,,短描述,True
101,building_description_texts_short_description_hv_subtown_garrison_sun_jian_01,,短描述,True
102,building_description_texts_short_description_hv_subtown_garrison_sun_jian_02,,短描述,True
103,building_description_texts_short_description_hv_subtown_garrison_sun_jian_03,,短描述,True
104,building_culture_variants_name_hv_subtown_garrison_01,,重门军哨站,True
105,building_culture_variants_name_hv_subtown_garrison_02,,重门军营地,True
106,building_culture_variants_name_hv_subtown_garrison_03,,重门军驻地,True
107,building_chains_chain_tooltip_hv_subtown_garrison,,地方巡卫军,True
108,building_chains_encyclopedia_name_hv_subtown_garrison,,地方巡卫军,True
109,building_chains_override_description_hv_subtown_garrison,,地方巡卫军建筑序列描述,True
110,building_description_texts_long_description_hv_subtown_garrison_01,,长描述,True
111,building_description_texts_long_description_hv_subtown_garrison_02,,长描述,True
112,building_description_texts_long_description_hv_subtown_garrison_03,,长描述,True
113,building_description_texts_short_description_hv_subtown_garrison_01,,短描述,True
114,building_description_texts_short_description_hv_subtown_garrison_02,,短描述,True
115,building_description_texts_short_description_hv_subtown_garrison_03,,短描述,True
116,building_description_texts_long_description_hv_subtown_garrison_ytr_01,,长描述,True
117,building_description_texts_long_description_hv_subtown_garrison_ytr_02,,长描述,True
118,building_description_texts_long_description_hv_subtown_garrison_ytr_03,,长描述,True
119,building_description_texts_short_description_hv_subtown_garrison_ytr_01,,短描述,True
120,building_description_texts_short_description_hv_subtown_garrison_ytr_02,,短描述,True
121,building_description_texts_short_description_hv_subtown_garrison_ytr_03,,短描述,True
122,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_subtown,,附加建筑,True
123,building_culture_variants_name_hv_city_fire_10,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 都城,True
124,building_culture_variants_name_hv_city_fire_04,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小县城,True
125,building_culture_variants_name_hv_city_fire_05,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 县城,True
126,building_culture_variants_name_hv_city_fire_02,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城镇,True
127,building_culture_variants_name_hv_city_fire_01,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小镇,True
128,building_culture_variants_name_hv_city_fire_00,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 荒村,True
129,building_culture_variants_name_hv_city_fire_08,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城市,True
130,building_culture_variants_name_hv_city_fire_09,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大城,True
131,building_culture_variants_name_hv_city_fire_03,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大镇,True
132,building_culture_variants_name_hv_city_fire_07,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小城,True
133,building_culture_variants_name_hv_city_fire_06,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大县城,True
134,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_08,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城市,True
135,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_07,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小城,True
136,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_04,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小县城,True
137,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_05,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 县城,True
138,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_06,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大县城,True
139,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_10,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 都城,True
140,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_09,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城市,True
141,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_02,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城镇,True
142,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_01,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小镇,True
143,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_00,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 荒村,True
144,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_03,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大镇,True
145,building_culture_variants_name_hv_city_earth_10,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 都城,True
146,building_culture_variants_name_hv_city_earth_04,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小县城,True
147,building_culture_variants_name_hv_city_earth_05,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 县城,True
148,building_culture_variants_name_hv_city_earth_02,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城镇,True
149,building_culture_variants_name_hv_city_earth_01,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小镇,True
150,building_culture_variants_name_hv_city_earth_00,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 荒村,True
151,building_culture_variants_name_hv_city_earth_08,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城市,True
152,building_culture_variants_name_hv_city_earth_09,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大城,True
153,building_culture_variants_name_hv_city_earth_03,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大镇,True
154,building_culture_variants_name_hv_city_earth_07,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小城,True
155,building_culture_variants_name_hv_city_earth_06,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大县城,True
156,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_08,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城市,True
157,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_07,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小城,True
158,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_04,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小县城,True
159,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_05,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 县城,True
160,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_06,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大县城,True
161,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_10,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 都城,True
162,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_09,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城市,True
163,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_02,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城镇,True
164,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_01,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小镇,True
165,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_00,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 荒村,True
166,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_03,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大镇,True
167,building_culture_variants_name_hv_city_wood_10,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 都城,True
168,building_culture_variants_name_hv_city_wood_04,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小县城,True
169,building_culture_variants_name_hv_city_wood_05,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 县城,True
170,building_culture_variants_name_hv_city_wood_02,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 城镇,True
171,building_culture_variants_name_hv_city_wood_01,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小镇,True
172,building_culture_variants_name_hv_city_wood_00,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 荒村,True
173,building_culture_variants_name_hv_city_wood_08,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 城市,True
174,building_culture_variants_name_hv_city_wood_09,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大城,True
175,building_culture_variants_name_hv_city_wood_03,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大镇,True
176,building_culture_variants_name_hv_city_wood_07,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小城,True
177,building_culture_variants_name_hv_city_wood_06,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大县城,True
178,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_08,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 城市,True
179,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_07,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小城,True
180,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_04,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小县城,True
181,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_05,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 县城,True
182,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_06,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大县城,True
183,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_10,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 都城,True
184,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_09,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 城市,True
185,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_02,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 城镇,True
186,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_01,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小镇,True
187,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_00,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 荒村,True
188,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_03,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大镇,True
189,building_culture_variants_name_hv_city_metal_10,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 都城,True
190,building_culture_variants_name_hv_city_metal_04,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小县城,True
191,building_culture_variants_name_hv_city_metal_05,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 县城,True
192,building_culture_variants_name_hv_city_metal_02,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城镇,True
193,building_culture_variants_name_hv_city_metal_01,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小镇,True
194,building_culture_variants_name_hv_city_metal_00,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 荒村,True
195,building_culture_variants_name_hv_city_metal_08,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城市,True
196,building_culture_variants_name_hv_city_metal_09,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大城,True
197,building_culture_variants_name_hv_city_metal_03,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大镇,True
198,building_culture_variants_name_hv_city_metal_07,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小城,True
199,building_culture_variants_name_hv_city_metal_06,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大县城,True
200,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_08,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城市,True
201,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_07,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小城,True
202,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_04,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小县城,True
203,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_05,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 县城,True
204,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_06,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大县城,True
205,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_10,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 都城,True
206,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_09,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城市,True
207,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_02,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城镇,True
208,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_01,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小镇,True
209,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_00,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 荒村,True
210,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_03,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大镇,True
211,building_culture_variants_name_hv_city_water_10,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 都城,True
212,building_culture_variants_name_hv_city_water_04,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小县城,True
213,building_culture_variants_name_hv_city_water_05,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 县城,True
214,building_culture_variants_name_hv_city_water_02,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城镇,True
215,building_culture_variants_name_hv_city_water_01,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小镇,True
216,building_culture_variants_name_hv_city_water_00,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 荒村,True
217,building_culture_variants_name_hv_city_water_08,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城市,True
218,building_culture_variants_name_hv_city_water_09,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大城,True
219,building_culture_variants_name_hv_city_water_03,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大镇,True
220,building_culture_variants_name_hv_city_water_07,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小城,True
221,building_culture_variants_name_hv_city_water_06,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大县城,True
222,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_08,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城市,True
223,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_07,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小城,True
224,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_04,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小县城,True
225,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_05,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 县城,True
226,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_06,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大县城,True
227,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_10,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 都城,True
228,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_09,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城市,True
229,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_02,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城镇,True
230,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_01,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小镇,True
231,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_00,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 荒村,True
232,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_03,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大镇,True
233,building_chains_chain_tooltip_hv_city_fire,,郡国治所,True
234,building_superchains_description_hv_city_fire,,郡国的官府是由其首府直接领导的,True
235,building_chains_chain_tooltip_hv_city_earth,,郡国治所,True
236,building_superchains_description_hv_city_earth,,郡国的官府是由其首府直接领导的,True
237,building_chains_chain_tooltip_hv_city_wood,,郡国治所,True
238,building_superchains_description_hv_city_wood,,郡国的官府是由其首府直接领导的,True
239,building_chains_chain_tooltip_hv_city_metal,,郡国治所,True
240,building_superchains_description_hv_city_metal,,郡国的官府是由其首府直接领导的,True
241,building_chains_chain_tooltip_hv_city_water,,郡国治所,True
242,building_superchains_description_hv_city_water,,郡国的官府是由其首府直接领导的,True
243,building_culture_variants_name_hv_city_fire_103k_dlc05_subculture_bandits,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 失陷皇城,True
244,building_culture_variants_name_hv_city_fire_083k_dlc05_subculture_bandits,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 失陷县城,True
245,building_culture_variants_name_hv_city_fire_093k_dlc05_subculture_bandits,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 失陷大城,True
