Text,Count,MappedByText,MappedByPattern,File
Ability: Anti-Cavalry Tactics,3,,技能：反制,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Assemble,2,,技能：齐心,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Avenge,1,,技能：逐北,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Battle Stance,1,,技能：厉兵,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Binding Fury,1,,技能：聚怒,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Blade Breaker,1,,技能：断刃,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Blade Mastery,1,,技能：剑术专精,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Blazing Roar,1,,技能：怒吼,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Blazing Saddles,1,,技能：绝尘,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Blood Rush,1,,技能：虎翼,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Bloody Fury,1,,技能：血怒,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Blooming Beauty,2,,技能：芳香,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Blossoming Beauty,1,,技能：天仙,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Brawl,1,,技能：熊罴,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Brawn of Yangan,1,,技能：斗牛,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Brute Power,1,,技能：蛮力,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Bullheaded Wrath,1,,技能：浴血,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Burning Soul,1,,技能：炎魂,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Cautious Approach,1,,技能：匿形,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Champion of Xiliang,1,,技能：断蛟,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Charge Forward,1,,技能：马首,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Coffin March,1,,技能：死战,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Commanding Shout,2,,技能：训令,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Condemn,1,,技能：声讨,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Condemned Howl,1,,技能：狂啸,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Courage of Eastern Wu,1,,技能：英武,hv_TEXT_skills_skill_ability_wu_brave.loc.tsv
Ability: Coward,2,,技能：懦夫,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Crippling Strike,1,,技能：摧心,[03]__MTU_skills___Projectile.loc.tsv
Ability: Crossing of the River Sanzu,1,,技能：黄泉,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Cruel Command,2,,技能：强令,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Cry of the Forest,1,,技能：林啸,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Death Oath,1,,技能：破甑,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Deft Touch,1,,技能：龙韬,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Desperate Cry,1,,技能：绝号,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Devastating Roar,1,,技能：狂号,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Die Hard,2,,技能：砥柱,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Disorientate,1,,技能：蛊惑,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Distant Courage,1,,技能：决胜千里,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Distrust of Power,1,,技能：藏刀,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Disturb,1,,技能：搅扰,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Dong Zhuo's Command,1,,技能：相令,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Double Sword Dance\\n,1,,,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Earth-shattering Strike,1,,技能：裂地,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Earthen Rampart,1,,技能：壁垒,hv_TEXT_skills_skill_ability__historical.loc.tsv
Ability: Element of Surprise,1,,技能：奇袭,[03]__MTU_skills__Active_debuff.loc.tsv
Ability: Elemental Vigour,1,,技能：龙胆,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Encouragement,2,,技能：金鼓,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Eviscerate,1,,技能：剔骨,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Exemplar,1,,技能：楷模,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Exemplary Strike,1,,技能：捣穴,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: False Retreat,1,,技能：血斗,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Fanged Flurry,1,,技能：猛蛇,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Fatal Attraction,1,,技能：妩媚,[03]__MTU_skills__Active_debuff.loc.tsv
Ability: Favourable Skies,1,,技能：天时,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Fire Control,2,,技能：穿杨,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Fist of the Righteous,1,,技能：正气,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Flame Breathing,1,,技能：吐火,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Flames of the Phoenix,2,,技能：炎凤,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Fleet-footed,3,,技能：疾行,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Flower of the Battlefield,1,,技能：玉骨,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Flower on the Battlefield,1,,技能：龙女,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Forced March,1,,技能：兴师,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Foresight,1,,技能：远见,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Forest Strider,1,,技能：琼林,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Foul Wits,1,,技能：远瞩,[03]__MTU_skills__Passive_debuff.loc.tsv
Ability: Frenzy,1,,技能：狂暴,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: From the Ashes,1,,技能：涅槃重生,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Frontline Observation,1,,技能：鹰视,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Ghost of the woods,1,,技能：林鬼,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: God of War,1,,技能：武圣,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Guardian,1,,技能：卫足,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Hail of Arrows,1,,技能：箭雨,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Hamstring,1,,技能：断筋,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Heart Seeker,1,,技能：觅心,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Heavenly Grace,1,,技能：天人之姿,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Hope of Nam Viet,1,,技能：民意,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Imperious_presence,1,,,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Impetuous Charge,1,,技能：横冲,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Indiscriminate Charge,1,,技能：困兽,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Indomitable Warrior,1,,技能：无畏,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Inner Fire,1,,技能：炽心,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Inner Vitality,2,,技能：内力,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Inspiring Surge,1,,技能：激浪,hv_TEXT_skills_skill_ability__historical.loc.tsv
Ability: Inspiring Words,1,,技能：鼓舞,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Internal Blaze,1,,技能：心火,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Into the Breach,3,,技能：突围,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Inward Focus,1,,技能：内凝,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Judgement,1,,技能：慎断,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Kingmaker,1,,技能：王佐,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Knowledge of the Body,1,,技能：体识,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Knowledge of the Mind,1,,技能：心识,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Knowledge of the Spirit,1,,技能：神识,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Lament,1,,技能：恸哭,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Last Stand,1,,技能：熊罴,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Lucky Pearl,1,,技能：松柏,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Make Calm Down,1,,技能：镇静,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Mark Target,1,,技能：丛矢,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Marksman of Taiyuan,1,,技能：神射,[03]__MTU_skills___Projectile.loc.tsv
Ability: Martial Prodigy,1,,技能：异禀,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Mercy of the Forest,1,,技能：琼林,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Mettlesome Advance,1,,技能：捣穴,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Mortal Strike,1,,技能：致命一击,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Mountains,1,,技能：泰山,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Nature's Ally,3,,技能：天侣,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Oil Pot,1,,技能：油罐,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: One with Heaven,2,,技能：天遁,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: One with the Land,2,,技能：地遁,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: One with the People,2,,技能：人遁,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Order of the Tyrant\\n,1,,,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Overwhelmming,1,,技能：填膺,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Perpetual Devotion,1,,技能：背水,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Persistent Attack,1,,技能：不衰,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Personal Bodyguard,1,,技能：保帅,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Poison-wind,1,,技能：剧毒,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Poisoned Blade,1,,技能：毒刃,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Poisoned Chalice,1,,技能：分坐,[03]__MTU_skills___Projectile.loc.tsv
Ability: Preach,1,,技能：布道,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Provocation,1,,技能：挑衅,[03]__MTU_skills__Active_debuff.loc.tsv
Ability: Pursuit,1,,技能：饿虎,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Quick Preparation,1,,技能：旋踵,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Quickfire,1,,技能：霹雳,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Rage of Lü Bu,1,,,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Rage of Lü Ji,1,,,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Rain of Fire,1,,技能：飞蝗,[03]__MTU_skills___Projectile.loc.tsv
Ability: Reckless Strike,1,,技能：孟浪,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Reign of Terror,1,,技能：怖惧,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Resolve of the Righteous,1,,技能：贞义,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Restore,1,,技能：回春,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Roar of the Beast,1,,技能：虎啸,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Royal Blood,1,,技能：龙脉,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Safe Haven,1,,技能：回春,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Scattering Blows,1,,技能：诛荡,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Second Chance,1,,技能：余烬复燃,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Shadow of the Black Mountain,1,,技能：黑影,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Show of Force,1,,技能：耀武,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Sight of the Dragon,1,,技能：龙睛,hv_TEXT_skills_skill_enable_effect.loc.tsv
