Text,Count,Mapped by text,Mapped by pattern,File
A warrior who feels truly alive in battle.,4,以戰爲生的勇士。,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
A warrior will only fight at their best when they are sure-footed.,1,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
A yellow turban warband has invaded your territory. You must defeat them.,1,有黃巾軍侵入主公領地，須從速討敵。,,text/_hvo/hv_TEXT_events.loc
Ability: A Secret Plan,1,,技能：一條密計,text/_hvo/hv_TEXT_effects_skills.loc
Ability: A Storm of Swords,2,,技能：劍刃風暴,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Adamant Resolve,1,,技能：堅定不移,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Analyse Weakness,1,,技能：分析弱點,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Anti-Cavalry Tactics,3,,技能：反騎兵戰術,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Assemble,2,,技能：集結,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Binding Fury,1,,技能：怒不可抑,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Blade Breaker,1,,技能：堅甲破刃,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Blade Mastery,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Blazing Roar,1,,技能：燃燒之吼,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Blazing Saddles,1,,技能：炙熱馬鞍,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Bloody Fury,1,,技能：鮮血之怒,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Brawl,1,,技能：毆打,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Brute Power,1,,技能：愈戰愈怒,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Burning Soul,1,,技能：燃燒元神,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Commanding Shout,2,,技能：號令吶喊,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Condemn,1,,技能：譴責,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Condemned Howl,1,,技能：天譴之嘯,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Courage of Eastern Wu,1,,技能：東吳之勇,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
Ability: Cruel Command,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Cry of the Forest,1,,技能：森林戰嚎,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Desperate Cry,1,,技能：慘烈呼喊,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Devastating Roar,1,,技能：毀滅之吼,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Disorientate,1,,技能：打亂方向,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Distant Courage,1,,技能：千里助勢,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Disturb,1,,技能：攪擾,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Dong Zhuo's Command,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Earth-shattering Strike,1,,技能：天崩地裂,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Earthen Rampart,1,,技能：大地堡壘,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Elemental Vigour,1,,技能：五行之力,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Eviscerate,1,,技能：剔骨,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Exemplar,1,,技能：為人典範,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Favourable Skies,1,,技能：有利天候,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Fire Control,2,,技能：火控,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Flame Breathing,1,,技能：吐火,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Flames of the Phoenix,2,,技能：鳳凰之火,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Fleet-footed,3,,技能：腳步迅捷,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Flower of the Battlefield,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Foresight,1,,技能：縱觀全局,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Forest Strider,1,,技能：森林適性,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: From the Ashes,1,,技能：死灰復燃,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Frontline Observation,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Ghost of the woods,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: God of War,1,,技能：武聖,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Hail of Arrows,1,,技能：箭如雨下,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Hamstring,1,,技能：削斷腿筋,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Heart Seeker,1,,技能：一箭穿心,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Heavenly Grace,1,,技能：天仙氣質,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Imperious_presence,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Impetuous Charge,1,,技能：狂暴衝鋒,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Indomitable Warrior,1,,技能：無畏之士,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Inner Fire,1,,技能：心中真火,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Inner Vitality,2,,技能：内在活力,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Inspiring Surge,1,,技能：戰意澎湃,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Inspiring Words,1,,技能：慷慨陳詞,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Internal Blaze,1,,技能：心中烈火,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Into the Breach,3,,技能：乘隙而入,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Inward Focus,1,,技能：專注內在,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Judgement,1,,技能：明察秋毫,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Kingmaker,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Knowledge of the Body,1,,技能：身之識見,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Knowledge of the Mind,1,,技能：心之識見,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Knowledge of the Spirit,1,,技能：靈之識見,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Make Calm Down,1,,技能：鎮靜,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Mark Target,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Mettlesome Advance,1,,技能：突飛猛進,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Mortal Strike,1,,技能：致命一擊,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Mountains,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Nature's Ally,3,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Oil Pot,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: One with Heaven,2,,技能：與天合一,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: One with the Land,2,,技能：與地合一,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: One with the People,2,,技能：與人合一,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Overwhelmming,1,,技能：壓倒之勢,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Poison-wind,1,,技能：毒風,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Poisoned Blade,1,,技能：淬毒刀刃,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Preach,1,,技能：講道,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Quickfire,1,,技能：連珠砲,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Rage of Lü Bu,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Reckless Strike,1,,技能：蠻橫猛擊,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Reign of Terror,1,,技能：恐怖統治,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Resolve of the Righteous,1,,技能：大義凜然,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Restore,1,,技能：回復,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Roar of the Beast,1,,技能：野獸咆哮,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Royal Blood,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Scattering Blows,1,,技能：潰散攻擊,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Second Chance,1,,技能：餘燼復燃,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Show of Force,1,,技能：揚威挫銳,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Sight of the Dragon,1,,技能：龍之慧眼,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Sinister Strike,1,,技能：險惡一擊,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Smouldering Fury,1,,技能：怒火中燒,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Stalwart Defender,1,,技能：步步為營,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Stength of the Land,1,,技能：大地之力,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Stone Bulwark,3,,技能：堅若磐石,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Striking Tide,1,,技能：刀浪澎湃,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Sundering Strike,1,,技能：開山劈石,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Swallow,1,,技能：燕翔,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Swift Fingers,1,,技能：十指靈巧,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Swift Steps,1,,技能：靈動步伐,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Targeted Strikes,1,,技能：精準打擊,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Tempered Deflection,1,,技能：鍛甲禦矢,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Tenacity of Steel,2,,技能：堅韌如鋼,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: The Dragon's Gaze,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: The weight on the shoulders,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Tracker,1,,技能：追蹤,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Ability: Turning the Tide,1,,技能：力挽狂瀾,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Undying Vow,1,,技能：誓死不屈,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Unstoppable,1,,技能：無人可擋,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Unyielding Earth,1,,技能：不屈之土,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Veil of Darkness,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Vengeance,1,,技能：有仇必報,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Warning Shot,1,,技能：警告射擊,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Way of the Wind,1,,技能：預測風向,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: White Tiger,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Whitewater,1,,技能：激流湧升,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Wildfire Raider,1,,技能：野火劫匪,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Wisdom of the River,1,,技能：河之智慧,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Wisdom of the Waterfall,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Wolf,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Ability: Zhou the Youth,1,,,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
Absent,1,缺席,,text/_ifo/ifo_text_TWEAK.loc
Abundance,1,,,text/_hvo/hv_TEXT_skills_basic.loc
Academic Advancement,1,學術進步,,text/_hvo/hv_TEXT_events.loc
Accept,3,,,text/_hvo/hv_TEXT_events.loc
Accumulating Wealth,6,,,text/_hvo/hv_TEXT_events.loc
Active Ability,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Active Buff,42,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Active Debuff,4,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Adamant Resolve,2,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"After an epic struggle, you slay the enormous white tiger. Then, unexpectedly, the other tigers prostrate themselves as if submitting to your might! These white tigers don't seem to be ordinary beasts.",1,,,text/_hvo/hv_TEXT_events.loc
"After centuries, the old Han Dynasty has finally lost the Mandate of Heaven. Yet the people under heaven still suffer from the chaos of war brought by petty warlords and their false claims to the Mandate. My Lord, you must end this. China awaits a ruler who will bring unity and prosperity to the realm. How will you choose to rule the people of China?",1,,,text/_hvo/hv_TEXT_events_rules.loc
Against all odds,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Agitation,3,,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
Agronomy,1,農藝,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Aiming Fire,5,,,text/_hvo/hv_TEXT_unit_abilities.loc
All economic activities have been hampered by the minting of a new coin. We have no choice but to wait for merchants to adjust to the new standard.,1,所有的經濟活動都因爲新幣的鑄造而受到阻礙。我們別無選擇，只能等待商人們適應新的標準。,,text/_hvo/hv_TEXT_events.loc
All must take up their tools and participate in the enormous effort of rebuilding society.,1,眾人皆需拿起工具，參與重建江山社稷的龐大工作。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
"Although their palisade walls are an unfortunate necessity, the Shanyue seek only to live in peace.",1,,,text/_hvo/hv_TEXT_building.loc
Always surrounded by people.,1,周圍總是很多人。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
"Amongst the hills of Jingchu, the unwary may find themselves tripped upon a caltrop, and slain by the man who laid it.",1,在荊楚的山中，粗心的人可能會被一把蒺藜絆倒，然後被放它的人殺死。,,text/_hvo/hv_TEXT_unit_desc.loc
An ancient chant that serves as a reminder that Heaven is with the virtuous.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
An excellent writing skill.,1,優秀的寫作能力。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
"An illustrious lineage provides many swords, along with men willing to wield them.",1,顯赫的血統可以使許多劍士願意效命。,,text/_hvo/hv_TEXT_unit_desc.loc
An immovable mountain against the tide of the charge.,2,任由驚濤拍岸，我自不動如山。,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
An imperial ancestral rite is being held...,2,正在舉行皇家祭祀儀式…… ,,text/_ifo/ifo_text_TWEAK.loc
An inevitable rule to stabilize the turmoil.,2,嚴政方能定亂。,,text/_hvo/hv_TEXT_pooled_resource.loc
An outnumbered army will fight even harder. Skill trumps numbers.,2,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Analyse Weakness,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Anger pushes their limits.,1,憤怒把他們逼至極限。,,text/_hvo/hv_TEXT_unit_abilities.loc
Animal Handlers (Buqu),4,,馴獸師（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Animal Handlers (Elite),5,,馴獸師（精銳）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Animal Handlers (Militia),4,,馴獸師（義勇）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Anti-Cavalry Tactics,14,反騎兵戰術,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
"Anti-Cavalry, Average Armour-Piercing Damage",27,反騎兵，穿甲傷害一般,,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
"Anti-Cavalry, High Armour-Piercing Damage",6,反騎兵，穿甲傷害高,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
"Anti-Cavalry, High Armour-Piercing Damage, Break Enemy's Shield",4,反騎兵，穿甲傷害高，破盾,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
"Anti-Cavalry, Low Armour-Piercing Damage",19,反騎兵，穿甲傷害低,,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Archery Masters,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Argumentative and annoying scholars.,1,好辯又煩人的學者。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Arm of the Supreme Peace,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
"Armed with bow and sword, these disciplined riders enforce the will of their warlord.",1,佩戴劍弓，這些紀律嚴明的騎手執行他們主公的意志。,,text/_hvo/hv_TEXT_unit_desc.loc
"Armed with bow and sword, these hardy soldiers enforce the will of their warlord.",1,佩戴劍弓，這些硬朗的士兵執行他們主公的意志。,,text/_hvo/hv_TEXT_unit_desc.loc
Armour Breaker,3,,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
Armour broken.,1,,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
Armour protects precious warhorses from enemy projectiles.,2,,,text/_hvo/hv_TEXT_unit_abilities.loc
Army,3,,,text/_hvo/hv_TEXT_etc.loc
Army Reinforcement,1,軍隊補員,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Army of the Great Banner,1,集兵練卒,,text/_hvo/hv_TEXT_events.loc
Artillery,3,遠程砲兵,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Artillery (Buqu),1,,遠程砲兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2_VM.loc
Artillery (Elite),1,,遠程砲兵（精銳）,text/_hvo/hv_TEXT_unit_ui_group_t3_VM.loc
Artillery (Militia),1,,遠程砲兵（義勇）,text/_hvo/hv_TEXT_unit_ui_group_t1_VM.loc
"As Sun Ce's strength rises, his grip on rationality weakens…",1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"As the Black Mountain bandits increase in number, the more brazen they become.",1,黑山匪徒之數與日俱增，其行為亦更加肆無忌憚。,,text/_hvo/hv_TEXT_frontend_features.loc
"As the enemy spots the blue turbans on the field, they know the hardest fighting is about to begin.",1,當敵人在戰場上看到藍色頭巾時，他們就知道最艱苦的戰鬥即將開始。,,text/_hvo/hv_TEXT_unit_desc.loc
Assassination Attempt!,1,,,text/_ifo/ifo_text_TWEAK.loc
Assemble,12,集結,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Assignments,2,,,text/_hvo/hv_TEXT_pooled_resource.loc
At the beginning of a new journey all must learn the new way.,1,,,text/_hvo/hv_TEXT_building.loc
"At the head of charge they draw their spears, driving home with a righteous cry!",1,,,text/_hvo/hv_TEXT_unit_desc.loc
Attached Building,1,,,text/_hvo/hv_TEXT_building.loc
Attend,1,出席,,text/_ifo/ifo_text_TWEAK.loc
Authority,2,權威,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
