Key,Text,Tooltip,Short key,All,Override by key,Mapped by text,Old,Vanilla,Exact,Eng-short,File
building_culture_variants_name_hv_subtown_shanyue_00,Scattered Shanyue Community,TRUE,building_culture_variants_name_hv_subtown_shanyue,山越营地,,,山越营地,,山越营地,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_shanyue_01,Shanyue Tribal Herd,TRUE,building_culture_variants_name_hv_subtown_shanyue,山越聚落,,,山越聚落,,山越聚落,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_shanyue_02,Shanyue Tribal Town,TRUE,building_culture_variants_name_hv_subtown_shanyue,山越集镇,,,山越集镇,,山越集镇,,hv_TEXT_building.loc
building_chains_chain_tooltip_hv_subtown_shanyue,Shanyue Tribe,TRUE,building_chains_chain_tooltip_hv_subtown,山越部落,,,山越部落,,山越部落,,hv_TEXT_building.loc
building_chains_encyclopedia_name_hv_subtown_shanyue,Shanyue Tribe,TRUE,building_chains_encyclopedia_name_hv_subtown,山越部落,,,山越部落,,山越部落,,hv_TEXT_building.loc
building_chains_override_description_hv_subtown_shanyue,"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",TRUE,building_chains_override_description_hv_subtown,这些部落不愿归化，但愿意提供军事援助。,,,这些部落不愿归化，但愿意提供军事援助。,,这些部落不愿归化，但愿意提供军事援助。,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_shanyue_01,"Being a tribal people, the Shanyue are unused to the urban and decadent cities of the Han and prefer a life in encamped in the wilderness. Although not nomadic, the hill tribes are nevertheless a more pastoral, agricultural peoples. \\n\\n From their camps, they can both tend to their needs as a people and prepare themselves, militarily, for the ever-present and increasing threat of invasion from the North.",TRUE,building_description_texts_long_description_hv_subtown_shanyue,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,,,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_shanyue_02,"The Southlands have long been the home of the Shanyue tribes, and it is their ardent hope that it always will be. This is the truth by which they live, and one they must fight to protect as warlords begin to encroach. \\n\\n The Shanyue know the hills of the South better than any, and amidst the striking scenery, their fortresses rise: places to live and grow, away from both the extremities of the elements and the eyes of the enemy.",TRUE,building_description_texts_long_description_hv_subtown_shanyue,江南一带长久以来一直是山越之民的故乡，他们对这片土地怀有深厚的感情。如今野心勃勃的诸侯们要蚕食他们祖辈所居之地，他们必须拿起武器，以奋战保卫故土。\\n\\n山越之民比汉人更熟悉江南的丘陵地形，他们将自己的堡垒建立在群山中最险要的地方。他们可以在远离天灾人祸的地方安居乐业。,,,江南一带长久以来一直是山越之民的故乡，他们对这片土地怀有深厚的感情。如今野心勃勃的诸侯们要蚕食他们祖辈所居之地，他们必须拿起武器，以奋战保卫故土。\\n\\n山越之民比汉人更熟悉江南的丘陵地形，他们将自己的堡垒建立在群山中最险要的地方。他们可以在远离天灾人祸的地方安居乐业。,,江南一带长久以来一直是山越之民的故乡，他们对这片土地怀有深厚的感情。如今野心勃勃的诸侯们要蚕食他们祖辈所居之地，他们必须拿起武器，以奋战保卫故土。\\n\\n山越之民比汉人更熟悉江南的丘陵地形，他们将自己的堡垒建立在群山中最险要的地方。他们可以在远离天灾人祸的地方安居乐业。,,hv_TEXT_building.loc
building_short_description_texts_short_description_hv_subtown_shanyue_01,"This is our land, our home, our history. You cannot have it!",TRUE,building_short_description_texts_short_description_hv_subtown_shanyue,「此为我祖辈所居之地，尔等无权强取豪夺！」,,,「此为我祖辈所居之地，尔等无权强取豪夺！」,「此为我祖辈所居之地，尔等无权强取豪夺！」,「此为我祖辈所居之地，尔等无权强取豪夺！」,,hv_TEXT_building.loc
building_short_description_texts_short_description_hv_subtown_shanyue_02,"Although their palisade walls are an unfortunate necessity, the Shanyue seek only to live in peace.",TRUE,building_short_description_texts_short_description_hv_subtown_shanyue,山越之民虽然筑起了围墙，实际上却只想过太平日子。,,,山越之民虽然筑起了围墙，实际上却只想过太平日子。,山越之民虽然筑起了围墙，实际上却只想过太平日子。,山越之民虽然筑起了围墙，实际上却只想过太平日子。,,hv_TEXT_building.loc
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_shanyue,Shanyue Tribe,TRUE,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,山越部落,,,山越部落,,山越部落,,hv_TEXT_building.loc
building_ui_groups_onscreen_name_hv_ui_building_group_shanyue,Zong Bu,TRUE,building_ui_groups_onscreen_name_hv_ui_building_group,宗布,,,宗布,,宗布,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_garrison_sun_jian_01,Local Noble's Household,TRUE,building_culture_variants_name_hv_subtown_garrison_sun_jian,地主庭院,,,地主庭院,,地主庭院,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_garrison_sun_jian_02,Local Noble's Manor,TRUE,building_culture_variants_name_hv_subtown_garrison_sun_jian,巨贾庄园,,,巨贾庄园,,巨贾庄园,,hv_TEXT_building.loc
building_chains_chain_tooltip_hv_subtown_garrison_sun_jian,[[col:flavour]]Local Noble's Estate[[/col]],TRUE,building_chains_chain_tooltip_hv_subtown_garrison_sun,[[col:flavour]]地方豪强庄园[[/col]],,[[col:flavour]]地方豪强庄园[[/col]],地方豪强,,地方豪强,,hv_TEXT_building.loc
building_chains_encyclopedia_name_hv_subtown_garrison_sun_jian,Local Noble's Estate,TRUE,building_chains_encyclopedia_name_hv_subtown_garrison_sun,地方豪强庄园,,地方豪强庄园,地方豪强,,地方豪强,,hv_TEXT_building.loc
building_chains_override_description_hv_subtown_garrison_sun_jian,The estates of powerful and wealthy families.,TRUE,building_chains_override_description_hv_subtown_garrison_sun,地方豪强的地产。,,地方豪强的地产。,地方豪强建筑序列描述,,地方豪强建筑序列描述,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_garrison_sun_jian_01,long_description,TRUE,building_description_texts_long_description_hv_subtown_garrison_sun_jian,长描述,,长描述,长描述,,长描述,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_garrison_sun_jian_02,long_description,TRUE,building_description_texts_long_description_hv_subtown_garrison_sun_jian,长描述,,长描述,长描述,,长描述,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_garrison_sun_jian_01,short_description,TRUE,building_description_texts_short_description_hv_subtown_garrison_sun_jian,短描述,,短描述,短描述,,短描述,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_garrison_sun_jian_02,short_description,TRUE,building_description_texts_short_description_hv_subtown_garrison_sun_jian,短描述,,短描述,短描述,,短描述,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_garrison_01,Vigilante Posts,TRUE,building_culture_variants_name_hv_subtown_garrison,重门军哨站,,,重门军哨站,,重门军哨站,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_garrison_02,Vigilante Barracks,TRUE,building_culture_variants_name_hv_subtown_garrison,重门军营地,,,重门军营地,,重门军营地,,hv_TEXT_building.loc
building_chains_chain_tooltip_hv_subtown_garrison,Vigilante ,TRUE,building_chains_chain_tooltip_hv_subtown,地方巡卫军,,,地方巡卫军,,地方巡卫军,,hv_TEXT_building.loc
building_chains_encyclopedia_name_hv_subtown_garrison,Vigilante ,TRUE,building_chains_encyclopedia_name_hv_subtown,地方巡卫军,,,地方巡卫军,,地方巡卫军,,hv_TEXT_building.loc
building_chains_override_description_hv_subtown_garrison,Vigilantes patrol the region and harass enemy armies.,TRUE,building_chains_override_description_hv_subtown,巡守卫队在此地域巡逻，骚扰敌军。,,巡守卫队在此地域巡逻，骚扰敌军。,地方巡卫军建筑序列描述,,地方巡卫军建筑序列描述,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_garrison_01,long_description,TRUE,building_description_texts_long_description_hv_subtown_garrison,长描述,,长描述,长描述,,长描述,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_garrison_02,long_description,TRUE,building_description_texts_long_description_hv_subtown_garrison,长描述,,长描述,长描述,,长描述,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_garrison_01,short_description,TRUE,building_description_texts_short_description_hv_subtown_garrison,短描述,,短描述,短描述,,短描述,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_garrison_02,short_description,TRUE,building_description_texts_short_description_hv_subtown_garrison,短描述,,短描述,短描述,,短描述,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_garrison_ytr_01,long_description,TRUE,building_description_texts_long_description_hv_subtown_garrison_ytr,长描述,,长描述,长描述,,长描述,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_garrison_ytr_02,long_description,TRUE,building_description_texts_long_description_hv_subtown_garrison_ytr,长描述,,长描述,长描述,,长描述,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_garrison_ytr_01,short_description,TRUE,building_description_texts_short_description_hv_subtown_garrison_ytr,短描述,,短描述,短描述,,短描述,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_garrison_ytr_02,short_description,TRUE,building_description_texts_short_description_hv_subtown_garrison_ytr,短描述,,短描述,短描述,,短描述,,hv_TEXT_building.loc
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_subtown,Attached Building,TRUE,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,附加建筑,,,附加建筑,,附加建筑,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_danyang_01,Danyang Troop Barrack,TRUE,building_culture_variants_name_hv_subtown_danyang,丹阳部队军营,,丹阳部队军营,,,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_danyang_02,Danyang Troop Encampment,TRUE,building_culture_variants_name_hv_subtown_danyang,丹阳部队营寨,,丹阳部队营寨,,,,,hv_TEXT_building.loc
building_chains_chain_tooltip_hv_subtown_danyang,Danyang Troop Post,TRUE,building_chains_chain_tooltip_hv_subtown,丹阳部队据点,,丹阳部队据点,,,,,hv_TEXT_building.loc
building_chains_encyclopedia_name_hv_subtown_danyang,Danyang Troop Post,TRUE,building_chains_encyclopedia_name_hv_subtown,丹阳部队据点,,丹阳部队据点,,,,,hv_TEXT_building.loc
building_chains_override_description_hv_subtown_danyang,The people of Danyang have a reputation for bravery. Tao Qian has turned them into a well-trained army.,TRUE,building_chains_override_description_hv_subtown,丹阳人以奋勇著称。陶谦整备军队，训练有素。,,丹阳人以奋勇著称。陶谦整备军队，训练有素。,,,,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_danyang_01,long_description,TRUE,building_description_texts_long_description_hv_subtown_danyang,长描述,,长描述,,,,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_danyang_02,long_description,TRUE,building_description_texts_long_description_hv_subtown_danyang,长描述,,长描述,,,,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_danyang_01,short_description,TRUE,building_description_texts_short_description_hv_subtown_danyang,短描述,,短描述,,,,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_danyang_02,short_description,TRUE,building_description_texts_short_description_hv_subtown_danyang,短描述,,短描述,,,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_confucius_01,Confucius Institute,TRUE,building_culture_variants_name_hv_subtown_confucius,孔子学院,,孔子学院,,,,,hv_TEXT_building.loc
building_chains_chain_tooltip_hv_subtown_confucius,Confucius Institute,TRUE,building_chains_chain_tooltip_hv_subtown,孔子学院,,孔子学院,,,,,hv_TEXT_building.loc
building_chains_encyclopedia_name_hv_subtown_confucius,Confucius Institute,TRUE,building_chains_encyclopedia_name_hv_subtown,孔子学院,,孔子学院,,,,,hv_TEXT_building.loc
building_chains_override_description_hv_subtown_confucius,A place where great teachers and passionate students gather.,TRUE,building_chains_override_description_hv_subtown,贤师高徒汇聚之所。,,贤师高徒汇聚之所。,,,,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_confucius_01,long_description,TRUE,building_description_texts_long_description_hv_subtown_confucius,长描述,,长描述,,,,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_confucius_01,short_description,TRUE,building_description_texts_short_description_hv_subtown_confucius,短描述,,短描述,,,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_small_farm_01,Stockpile Storage ,TRUE,building_culture_variants_name_hv_subtown_small_farm,储备站,,储备站,,,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_small_farm_02,Warehouse,TRUE,building_culture_variants_name_hv_subtown_small_farm,仓廪,,,仓廪,仓廪,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_small_farm_03,Large Warehouse,TRUE,building_culture_variants_name_hv_subtown_small_farm,大型仓库,,大型仓库,,,,,hv_TEXT_building.loc
building_chains_chain_tooltip_hv_subtown_han_small_farm,Supply Management,TRUE,building_chains_chain_tooltip_hv_subtown_han_small,补给管理,,补给管理,,,,,hv_TEXT_building.loc
building_chains_encyclopedia_name_hv_subtown_han_small_farm,Supply Management,TRUE,building_chains_encyclopedia_name_hv_subtown_han_small,补给管理,,补给管理,,,,,hv_TEXT_building.loc
building_chains_override_description_hv_subtown_han_small_farm,Manage local products more thoroughly and convert wasted materials into stockpiles.,TRUE,building_chains_override_description_hv_subtown_han_small,完善管理本地货物，回收废弃物品。,,完善管理本地货物，回收废弃物品。,,,,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_han_small_farm_01,long_description,TRUE,building_description_texts_long_description_hv_subtown_han_small_farm,长描述,,长描述,,,,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_han_small_farm_02,long_description,TRUE,building_description_texts_long_description_hv_subtown_han_small_farm,长描述,,长描述,,,,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_han_small_farm_03,long_description,TRUE,building_description_texts_long_description_hv_subtown_han_small_farm,长描述,,长描述,,,,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_han_small_farm_01,short_description,TRUE,building_description_texts_short_description_hv_subtown_han_small_farm,短描述,,短描述,,,,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_han_small_farm_02,short_description,TRUE,building_description_texts_short_description_hv_subtown_han_small_farm,短描述,,短描述,,,,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_han_small_farm_03,short_description,TRUE,building_description_texts_short_description_hv_subtown_han_small_farm,短描述,,短描述,,,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_nanman_shikar_01,Hunting Area,TRUE,building_culture_variants_name_hv_subtown_nanman_shikar,狩猎区,,狩猎区,,,,,hv_TEXT_building.loc
building_chains_chain_tooltip_hv_subtown_nanman,Hunting Area,TRUE,building_chains_chain_tooltip_hv_subtown,狩猎区,,狩猎区,,,,,hv_TEXT_building.loc
building_chains_encyclopedia_name_hv_subtown_nanman,Hunting Area,TRUE,building_chains_encyclopedia_name_hv_subtown,狩猎区,,狩猎区,,,,,hv_TEXT_building.loc
building_chains_override_description_hv_subtown_nanman,Tribal hunters can provide us with additional food.,TRUE,building_chains_override_description_hv_subtown,部落猎人可为我们提供额外的食物。,,部落猎人可为我们提供额外的食物。,,,,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_nanman_shikar_01,long_description,TRUE,building_description_texts_long_description_hv_subtown_nanman_shikar,长描述,,长描述,,,,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_nanman_shikar_01,short_description,TRUE,building_description_texts_short_description_hv_subtown_nanman_shikar,短描述,,短描述,,,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_nanman_outpost_01,Nanman-Han Trading Post,TRUE,building_culture_variants_name_hv_subtown_nanman_outpost,南蛮交易所,,南蛮交易所,,,,,hv_TEXT_building.loc
building_chains_chain_tooltip_hv_subtown_nanman_outpost,Nanman-Han Trading Post,TRUE,building_chains_chain_tooltip_hv_subtown_nanman,南蛮交易所,,南蛮交易所,,,,,hv_TEXT_building.loc
building_chains_encyclopedia_name_hv_subtown_nanman_outpost,Nanman-Han Trading Post,TRUE,building_chains_encyclopedia_name_hv_subtown_nanman,南蛮交易所,,南蛮交易所,,,,,hv_TEXT_building.loc
building_chains_override_description_hv_subtown_nanman_outpost,A place to trade with the natives.,TRUE,building_chains_override_description_hv_subtown_nanman,与土著交易之处。,,与土著交易之处。,,,,,hv_TEXT_building.loc
building_description_texts_long_description_hv_subtown_nanman_outpost_01,long_description,TRUE,building_description_texts_long_description_hv_subtown_nanman_outpost,长描述,,长描述,,,,,hv_TEXT_building.loc
building_description_texts_short_description_hv_subtown_nanman_outpost_01,short_description,TRUE,building_description_texts_short_description_hv_subtown_nanman_outpost,短描述,,短描述,,,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_yellow_turban_synad_01,Yellow Turban Lodge,FALSE,building_culture_variants_name_hv_subtown_yellow_turban_synad,黄巾旅站,,黄巾旅站,,,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_yellow_turban_synad_02,Yellow Turban Hall,FALSE,building_culture_variants_name_hv_subtown_yellow_turban_synad,黄巾朝堂,,黄巾朝堂,,,,,hv_TEXT_building.loc
building_culture_variants_name_hv_subtown_yellow_turban_synad_03,Yellow Turban Synod,FALSE,building_culture_variants_name_hv_subtown_yellow_turban_synad,黄巾教殿,,黄巾教殿,,,,,hv_TEXT_building.loc
