Key,Short Key,Text,Tooltip
building_culture_variants_name_hv_city_metal_05,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 县城,TRUE
building_culture_variants_name_hv_city_metal_02,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城镇,TRUE
building_culture_variants_name_hv_city_metal_01,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小镇,TRUE
building_culture_variants_name_hv_city_metal_00,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 荒村,TRUE
building_culture_variants_name_hv_city_metal_08,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城市,TRUE
building_culture_variants_name_hv_city_metal_09,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大城,TRUE
building_culture_variants_name_hv_city_metal_03,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大镇,TRUE
building_culture_variants_name_hv_city_metal_07,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小城,TRUE
building_culture_variants_name_hv_city_metal_06,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_08,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城市,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_07,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_04,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_05,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_06,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_10,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 都城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_09,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城市,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_02,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 城镇,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_01,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小镇,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_00,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 荒村,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_03,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大镇,TRUE
building_culture_variants_name_hv_city_water_10,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 都城,TRUE
building_culture_variants_name_hv_city_water_04,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小县城,TRUE
building_culture_variants_name_hv_city_water_05,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 县城,TRUE
building_culture_variants_name_hv_city_water_02,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城镇,TRUE
building_culture_variants_name_hv_city_water_01,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小镇,TRUE
building_culture_variants_name_hv_city_water_00,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 荒村,TRUE
building_culture_variants_name_hv_city_water_08,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城市,TRUE
building_culture_variants_name_hv_city_water_09,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大城,TRUE
building_culture_variants_name_hv_city_water_03,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大镇,TRUE
building_culture_variants_name_hv_city_water_07,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小城,TRUE
building_culture_variants_name_hv_city_water_06,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_08,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城市,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_07,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_04,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_05,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_06,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_10,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 都城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_09,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城市,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_02,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 城镇,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_01,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小镇,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_00,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 荒村,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_03,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大镇,TRUE
building_chains_chain_tooltip_hv_city_fire,,郡国治所,TRUE
building_superchains_description_hv_city_fire,,郡国的官府是由其首府直接领导的,TRUE
building_chains_chain_tooltip_hv_city_earth,,郡国治所,TRUE
building_superchains_description_hv_city_earth,,郡国的官府是由其首府直接领导的,TRUE
building_chains_chain_tooltip_hv_city_wood,,郡国治所,TRUE
building_superchains_description_hv_city_wood,,郡国的官府是由其首府直接领导的,TRUE
building_chains_chain_tooltip_hv_city_metal,,郡国治所,TRUE
building_superchains_description_hv_city_metal,,郡国的官府是由其首府直接领导的,TRUE
building_chains_chain_tooltip_hv_city_water,,郡国治所,TRUE
building_superchains_description_hv_city_water,,郡国的官府是由其首府直接领导的,TRUE
