Key,Short Key,Text,Tooltip
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_wuhuan,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,乌桓部落,TRUE
building_ui_groups_onscreen_name_hv_ui_building_group_wuhuan,building_ui_groups_onscreen_name_hv_ui_building_group,游牧民族,TRUE
building_culture_variants_name_hv_subtown_xiongnu_00,building_culture_variants_name_hv_subtown_xiongnu,匈奴散户,TRUE
building_culture_variants_name_hv_subtown_xiongnu_01,building_culture_variants_name_hv_subtown_xiongnu,匈奴聚落,TRUE
building_culture_variants_name_hv_subtown_xiongnu_02,building_culture_variants_name_hv_subtown_xiongnu,匈奴村庄,TRUE
building_culture_variants_name_hv_subtown_xiongnu_03,building_culture_variants_name_hv_subtown_xiongnu,匈奴集镇,TRUE
building_culture_variants_name_hv_subtown_xiongnu_control_01,building_culture_variants_name_hv_subtown_xiongnu_control,部落控制,TRUE
building_chains_chain_tooltip_hv_subtown_xiongnu,building_chains_chain_tooltip_hv_subtown,匈奴部落,TRUE
building_chains_encyclopedia_name_hv_subtown_xiongnu,building_chains_encyclopedia_name_hv_subtown,匈奴部落,TRUE
building_chains_override_description_hv_subtown_xiongnu,building_chains_override_description_hv_subtown,这些部落不愿归化，但愿意提供军事援助。,TRUE
building_description_texts_long_description_hv_subtown_xiongnu_01,building_description_texts_long_description_hv_subtown_xiongnu,长描述,TRUE
building_description_texts_long_description_hv_subtown_xiongnu_02,building_description_texts_long_description_hv_subtown_xiongnu,长描述,TRUE
building_description_texts_long_description_hv_subtown_xiongnu_03,building_description_texts_long_description_hv_subtown_xiongnu,长描述,TRUE
building_short_description_texts_short_description_hv_subtown_xiongnu_01,building_short_description_texts_short_description_hv_subtown_xiongnu,短描述,TRUE
building_short_description_texts_short_description_hv_subtown_xiongnu_02,building_short_description_texts_short_description_hv_subtown_xiongnu,短描述,TRUE
building_short_description_texts_short_description_hv_subtown_xiongnu_03,building_short_description_texts_short_description_hv_subtown_xiongnu,短描述,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_xiongnu,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,匈奴部落,TRUE
building_ui_groups_onscreen_name_hv_ui_building_group_xiongnu,building_ui_groups_onscreen_name_hv_ui_building_group,游牧民族,TRUE
building_culture_variants_name_hv_subtown_shanyue_00,building_culture_variants_name_hv_subtown_shanyue,山越营地,TRUE
building_culture_variants_name_hv_subtown_shanyue_01,building_culture_variants_name_hv_subtown_shanyue,山越聚落,TRUE
building_culture_variants_name_hv_subtown_shanyue_02,building_culture_variants_name_hv_subtown_shanyue,山越集镇,TRUE
building_culture_variants_name_hv_subtown_shanyue_control_01,building_culture_variants_name_hv_subtown_shanyue_control,异族控制,TRUE
building_chains_chain_tooltip_hv_subtown_shanyue,building_chains_chain_tooltip_hv_subtown,山越部落,TRUE
building_chains_encyclopedia_name_hv_subtown_shanyue,building_chains_encyclopedia_name_hv_subtown,山越部落,TRUE
building_chains_override_description_hv_subtown_shanyue,building_chains_override_description_hv_subtown,这些部落不愿归化，但愿意提供军事援助。,TRUE
building_description_texts_long_description_hv_subtown_shanyue_01,building_description_texts_long_description_hv_subtown_shanyue,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,TRUE
building_description_texts_long_description_hv_subtown_shanyue_02,building_description_texts_long_description_hv_subtown_shanyue,江南一带长久以来一直是山越之民的故乡，他们对这片土地怀有深厚的感情。如今野心勃勃的诸侯们要蚕食他们祖辈所居之地，他们必须拿起武器，以奋战保卫故土。\\n\\n山越之民比汉人更熟悉江南的丘陵地形，他们将自己的堡垒建立在群山中最险要的地方。他们可以在远离天灾人祸的地方安居乐业。,TRUE
building_short_description_texts_short_description_hv_subtown_shanyue_01,building_short_description_texts_short_description_hv_subtown_shanyue,「此为我祖辈所居之地，尔等无权强取豪夺！」,TRUE
building_short_description_texts_short_description_hv_subtown_shanyue_02,building_short_description_texts_short_description_hv_subtown_shanyue,山越之民虽然筑起了围墙，实际上却只想过太平日子。,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_shanyue,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,山越部落,TRUE
building_ui_groups_onscreen_name_hv_ui_building_group_shanyue,building_ui_groups_onscreen_name_hv_ui_building_group,宗布,TRUE
building_culture_variants_name_hv_subtown_sogd_00,building_culture_variants_name_hv_subtown_sogd,零散粟特区,TRUE
building_culture_variants_name_hv_subtown_sogd_01,building_culture_variants_name_hv_subtown_sogd,粟特商人哨站,TRUE
building_culture_variants_name_hv_subtown_sogd_02,building_culture_variants_name_hv_subtown_sogd,粟特商人军营,TRUE
building_culture_variants_name_hv_subtown_sogd_03,building_culture_variants_name_hv_subtown_sogd,粟特商人营地,TRUE
building_chains_chain_tooltip_hv_subtown_sogd,building_chains_chain_tooltip_hv_subtown,粟特商人,TRUE
building_chains_encyclopedia_name_hv_subtown_sogd,building_chains_encyclopedia_name_hv_subtown,粟特商人,TRUE
building_chains_override_description_hv_subtown_sogd,building_chains_override_description_hv_subtown,粟特商人驻留此区并增进商贸发展。,TRUE
building_description_texts_long_description_hv_subtown_sogd_01,building_description_texts_long_description_hv_subtown_sogd,长描述,TRUE
building_description_texts_long_description_hv_subtown_sogd_02,building_description_texts_long_description_hv_subtown_sogd,长描述,TRUE
building_description_texts_long_description_hv_subtown_sogd_03,building_description_texts_long_description_hv_subtown_sogd,长描述,TRUE
building_short_description_texts_short_description_hv_subtown_sogd_01,building_short_description_texts_short_description_hv_subtown_sogd,短描述,TRUE
building_short_description_texts_short_description_hv_subtown_sogd_02,building_short_description_texts_short_description_hv_subtown_sogd,短描述,TRUE
building_short_description_texts_short_description_hv_subtown_sogd_03,building_short_description_texts_short_description_hv_subtown_sogd,短描述,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_sogd,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,丝路,TRUE
building_ui_groups_onscreen_name_hv_ui_building_group_sogd,building_ui_groups_onscreen_name_hv_ui_building_group,西域商人,TRUE
building_culture_variants_name_hv_subtown_wulingman_00,building_culture_variants_name_hv_subtown_wulingman,武陵蛮散户,TRUE
building_culture_variants_name_hv_subtown_wulingman_01,building_culture_variants_name_hv_subtown_wulingman,武陵蛮聚落,TRUE
building_culture_variants_name_hv_subtown_wulingman_02,building_culture_variants_name_hv_subtown_wulingman,武陵蛮集镇,TRUE
building_culture_variants_name_hv_subtown_wulingman_control_01,building_culture_variants_name_hv_subtown_wulingman_control,异族控制,TRUE
building_chains_chain_tooltip_hv_subtown_wulingman,building_chains_chain_tooltip_hv_subtown,武陵蛮部落,TRUE
building_chains_encyclopedia_name_hv_subtown_wulingman,building_chains_encyclopedia_name_hv_subtown,武陵蛮部落,TRUE
building_chains_override_description_hv_subtown_wulingman,building_chains_override_description_hv_subtown,武陵蛮建筑序列描述,TRUE
building_description_texts_long_description_hv_subtown_wulingman_01,building_description_texts_long_description_hv_subtown_wulingman,长描述,TRUE
building_description_texts_long_description_hv_subtown_wulingman_02,building_description_texts_long_description_hv_subtown_wulingman,长描述,TRUE
building_short_description_texts_short_description_hv_subtown_wulingman_01,building_short_description_texts_short_description_hv_subtown_wulingman,短描述,TRUE
building_short_description_texts_short_description_hv_subtown_wulingman_02,building_short_description_texts_short_description_hv_subtown_wulingman,短描述,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_wulingman,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,武陵蛮部落,TRUE
building_ui_groups_onscreen_name_hv_ui_building_group_wulingman,building_ui_groups_onscreen_name_hv_ui_building_group,宗布,TRUE
building_culture_variants_name_hv_subtown_garrison_sun_jian_01,building_culture_variants_name_hv_subtown_garrison_sun_jian,地主庭院,TRUE
building_culture_variants_name_hv_subtown_garrison_sun_jian_02,building_culture_variants_name_hv_subtown_garrison_sun_jian,巨贾庄园,TRUE
building_culture_variants_name_hv_subtown_garrison_sun_jian_03,building_culture_variants_name_hv_subtown_garrison_sun_jian,豪绅治所,TRUE
building_chains_chain_tooltip_hv_subtown_garrison_sun_jian,building_chains_chain_tooltip_hv_subtown_garrison_sun,地方豪强,TRUE
building_chains_encyclopedia_name_hv_subtown_garrison_sun_jian,building_chains_encyclopedia_name_hv_subtown_garrison_sun,地方豪强,TRUE
building_chains_override_description_hv_subtown_garrison_sun_jian,building_chains_override_description_hv_subtown_garrison_sun,地方豪强建筑序列描述,TRUE
building_description_texts_long_description_hv_subtown_garrison_sun_jian_01,building_description_texts_long_description_hv_subtown_garrison_sun_jian,长描述,TRUE
building_description_texts_long_description_hv_subtown_garrison_sun_jian_02,building_description_texts_long_description_hv_subtown_garrison_sun_jian,长描述,TRUE
building_description_texts_long_description_hv_subtown_garrison_sun_jian_03,building_description_texts_long_description_hv_subtown_garrison_sun_jian,短描述,TRUE
building_description_texts_short_description_hv_subtown_garrison_sun_jian_01,building_description_texts_short_description_hv_subtown_garrison_sun_jian,短描述,TRUE
building_description_texts_short_description_hv_subtown_garrison_sun_jian_02,building_description_texts_short_description_hv_subtown_garrison_sun_jian,短描述,TRUE
building_description_texts_short_description_hv_subtown_garrison_sun_jian_03,building_description_texts_short_description_hv_subtown_garrison_sun_jian,短描述,TRUE
building_culture_variants_name_hv_subtown_garrison_01,building_culture_variants_name_hv_subtown_garrison,重门军哨站,TRUE
building_culture_variants_name_hv_subtown_garrison_02,building_culture_variants_name_hv_subtown_garrison,重门军营地,TRUE
building_culture_variants_name_hv_subtown_garrison_03,building_culture_variants_name_hv_subtown_garrison,重门军驻地,TRUE
building_chains_chain_tooltip_hv_subtown_garrison,building_chains_chain_tooltip_hv_subtown,地方巡卫军,TRUE
building_chains_encyclopedia_name_hv_subtown_garrison,building_chains_encyclopedia_name_hv_subtown,地方巡卫军,TRUE
building_chains_override_description_hv_subtown_garrison,building_chains_override_description_hv_subtown,地方巡卫军建筑序列描述,TRUE
building_description_texts_long_description_hv_subtown_garrison_01,building_description_texts_long_description_hv_subtown_garrison,长描述,TRUE
building_description_texts_long_description_hv_subtown_garrison_02,building_description_texts_long_description_hv_subtown_garrison,长描述,TRUE
building_description_texts_long_description_hv_subtown_garrison_03,building_description_texts_long_description_hv_subtown_garrison,长描述,TRUE
building_description_texts_short_description_hv_subtown_garrison_01,building_description_texts_short_description_hv_subtown_garrison,短描述,TRUE
building_description_texts_short_description_hv_subtown_garrison_02,building_description_texts_short_description_hv_subtown_garrison,短描述,TRUE
building_description_texts_short_description_hv_subtown_garrison_03,building_description_texts_short_description_hv_subtown_garrison,短描述,TRUE
building_description_texts_long_description_hv_subtown_garrison_ytr_01,building_description_texts_long_description_hv_subtown_garrison_ytr,长描述,TRUE
building_description_texts_long_description_hv_subtown_garrison_ytr_02,building_description_texts_long_description_hv_subtown_garrison_ytr,长描述,TRUE
building_description_texts_long_description_hv_subtown_garrison_ytr_03,building_description_texts_long_description_hv_subtown_garrison_ytr,长描述,TRUE
building_description_texts_short_description_hv_subtown_garrison_ytr_01,building_description_texts_short_description_hv_subtown_garrison_ytr,短描述,TRUE
building_description_texts_short_description_hv_subtown_garrison_ytr_02,building_description_texts_short_description_hv_subtown_garrison_ytr,短描述,TRUE
building_description_texts_short_description_hv_subtown_garrison_ytr_03,building_description_texts_short_description_hv_subtown_garrison_ytr,短描述,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_subtown,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,附加建筑,TRUE
building_culture_variants_name_hv_city_fire_10,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 都城,TRUE
building_culture_variants_name_hv_city_fire_04,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小县城,TRUE
building_culture_variants_name_hv_city_fire_05,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 县城,TRUE
building_culture_variants_name_hv_city_fire_02,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城镇,TRUE
building_culture_variants_name_hv_city_fire_01,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小镇,TRUE
building_culture_variants_name_hv_city_fire_00,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 荒村,TRUE
building_culture_variants_name_hv_city_fire_08,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城市,TRUE
building_culture_variants_name_hv_city_fire_09,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大城,TRUE
building_culture_variants_name_hv_city_fire_03,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大镇,TRUE
building_culture_variants_name_hv_city_fire_07,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小城,TRUE
building_culture_variants_name_hv_city_fire_06,building_culture_variants_name_hv_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_08,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城市,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_07,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_04,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_05,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_06,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_10,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 都城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_09,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城市,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_02,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 城镇,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_01,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小镇,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_00,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 荒村,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_03,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大镇,TRUE
building_culture_variants_name_hv_city_earth_10,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 都城,TRUE
building_culture_variants_name_hv_city_earth_04,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小县城,TRUE
building_culture_variants_name_hv_city_earth_05,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 县城,TRUE
building_culture_variants_name_hv_city_earth_02,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城镇,TRUE
building_culture_variants_name_hv_city_earth_01,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小镇,TRUE
building_culture_variants_name_hv_city_earth_00,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 荒村,TRUE
building_culture_variants_name_hv_city_earth_08,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城市,TRUE
building_culture_variants_name_hv_city_earth_09,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大城,TRUE
building_culture_variants_name_hv_city_earth_03,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大镇,TRUE
building_culture_variants_name_hv_city_earth_07,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小城,TRUE
building_culture_variants_name_hv_city_earth_06,building_culture_variants_name_hv_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_08,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城市,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_07,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_04,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_05,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_06,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_10,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 都城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_09,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城市,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_02,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 城镇,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_01,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小镇,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_00,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 荒村,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_03,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大镇,TRUE
building_culture_variants_name_hv_city_wood_10,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 都城,TRUE
building_culture_variants_name_hv_city_wood_04,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小县城,TRUE
building_culture_variants_name_hv_city_wood_05,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 县城,TRUE
building_culture_variants_name_hv_city_wood_02,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 城镇,TRUE
building_culture_variants_name_hv_city_wood_01,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小镇,TRUE
building_culture_variants_name_hv_city_wood_00,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 荒村,TRUE
building_culture_variants_name_hv_city_wood_08,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 城市,TRUE
building_culture_variants_name_hv_city_wood_09,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大城,TRUE
building_culture_variants_name_hv_city_wood_03,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大镇,TRUE
building_culture_variants_name_hv_city_wood_07,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小城,TRUE
building_culture_variants_name_hv_city_wood_06,building_culture_variants_name_hv_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_08,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 城市,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_07,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_04,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_05,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 县城,TRUE
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_06,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大县城,TRUE
