Short Key,Key,Text,Tooltip,File
,building_culture_variants_name_hv_subtown_small_farm_01,Stockpile Storage ,TRUE,text/_hvo/hv_TEXT_building.loc
,building_culture_variants_name_hv_subtown_small_farm_02,Warehouse,TRUE,text/_hvo/hv_TEXT_building.loc
,building_culture_variants_name_hv_subtown_small_farm_03,Large Warehouse,TRUE,text/_hvo/hv_TEXT_building.loc
,building_chains_chain_tooltip_hv_subtown_han_small_farm,Supply Management,TRUE,text/_hvo/hv_TEXT_building.loc
,building_chains_encyclopedia_name_hv_subtown_han_small_farm,Supply Management,TRUE,text/_hvo/hv_TEXT_building.loc
,building_chains_override_description_hv_subtown_han_small_farm,Manage local products more thoroughly and convert wasted materials into stockpiles.,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_long_description_hv_subtown_han_small_farm_01,long_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_long_description_hv_subtown_han_small_farm_02,long_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_long_description_hv_subtown_han_small_farm_03,long_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_short_description_hv_subtown_han_small_farm_01,short_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_short_description_hv_subtown_han_small_farm_02,short_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_short_description_hv_subtown_han_small_farm_03,short_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_culture_variants_name_hv_subtown_nanman_shikar_01,Hunting Area,TRUE,text/_hvo/hv_TEXT_building.loc
,building_chains_chain_tooltip_hv_subtown_nanman,Hunting Area,TRUE,text/_hvo/hv_TEXT_building.loc
,building_chains_encyclopedia_name_hv_subtown_nanman,Hunting Area,TRUE,text/_hvo/hv_TEXT_building.loc
,building_chains_override_description_hv_subtown_nanman,Tribal hunters can provide us with additional food.,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_long_description_hv_subtown_nanman_shikar_01,long_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_short_description_hv_subtown_nanman_shikar_01,short_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_culture_variants_name_hv_subtown_nanman_outpost_01,Nanman-Han Trading Post,TRUE,text/_hvo/hv_TEXT_building.loc
,building_chains_chain_tooltip_hv_subtown_nanman_outpost,Nanman-Han Trading Post,TRUE,text/_hvo/hv_TEXT_building.loc
,building_chains_encyclopedia_name_hv_subtown_nanman_outpost,Nanman-Han Trading Post,TRUE,text/_hvo/hv_TEXT_building.loc
,building_chains_override_description_hv_subtown_nanman_outpost,A place to trade with the natives.,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_long_description_hv_subtown_nanman_outpost_01,long_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_short_description_hv_subtown_nanman_outpost_01,short_description,TRUE,text/_hvo/hv_TEXT_building.loc
,building_culture_variants_name_hv_subtown_yellow_turban_synad_01,Yellow Turban Lodge,FALSE,text/_hvo/hv_TEXT_building.loc
,building_culture_variants_name_hv_subtown_yellow_turban_synad_02,Yellow Turban Hall,FALSE,text/_hvo/hv_TEXT_building.loc
,building_culture_variants_name_hv_subtown_yellow_turban_synad_03,Yellow Turban Synod,FALSE,text/_hvo/hv_TEXT_building.loc
,building_chains_chain_tooltip_hv_subtown_ytr,Yellow Turban Cult,FALSE,text/_hvo/hv_TEXT_building.loc
,building_chains_encyclopedia_name_hv_subtown_ytr,Yellow Turban Cult,FALSE,text/_hvo/hv_TEXT_building.loc
,building_chains_override_description_hv_subtown_ytr,At the beginning of a new journey all must learn the new way.,FALSE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_long_description_hv_subtown_yellow_turban_synad_01,long_description,FALSE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_long_description_hv_subtown_yellow_turban_synad_02,long_description,FALSE,text/_hvo/hv_TEXT_building.loc
,building_description_texts_long_description_hv_subtown_yellow_turban_synad_03,long_description,FALSE,text/_hvo/hv_TEXT_building.loc
,building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_01,short_description,FALSE,text/_hvo/hv_TEXT_building.loc
,building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_02,short_description,FALSE,text/_hvo/hv_TEXT_building.loc
,building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_03,short_description,FALSE,text/_hvo/hv_TEXT_building.loc
,custom_battle_loadouts_name_3k_main_custom_battle_loadout_test,DEBUG GUY,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_liu_bei_01,Liu Bei,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_liu_bei_02,King of Shu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_zheng_jiang_01,Zheng Jiang,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_zheng_jiang_02,Bandit Queen,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_he_yi_01,He Yi,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_he_yi_02,The Yellow Warlord,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_zhuge_liang_01,Zhuge Liang,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_guan_yu_01,Guan Yu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_zhang_fei_01,Zhang Fei,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_zhao_yun_01,Zhao Yun,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_cao_cao_01,Cao Cao,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_cao_cao_02,King of Wei,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_lu_zheng_01,Lu Zheng,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_zhang_yan_01,Zhang Yan,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_zhang_yan_02,King of the Black Mountain,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_yan_baihu_01,Yan Baihu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_yan_baihu_02,The White Tiger,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_yan_yu_01,Yan Yu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_qu_gong_01,Qu Gong,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_sun_ce_01,Sun Ce,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_sun_ce_02,Little Conqueror,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_lu_bu_01,Lu Bu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_lu_bu_02,Warrior Without Equal,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_dong_zhuo_01,Dong Zhuo,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_dong_zhuo_02,Tyrant,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_gan_ning_01,Gan Ning,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_duosi_01,King Duosi,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_duosi_02,King Duosi [[img:unit_elephant]][[/img]],FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_meng_huo_01,King Meng Huo,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_meng_huo_02,King Meng Huo [[img:unit_elephant]][[/img]],FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_mulu_01,King Mulu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_mulu_02,King Mulu [[img:unit_elephant]][[/img]],FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_shamoke_01,King Shamoke,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_shamoke_02,King Shamoke [[img:unit_elephant]][[/img]],FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_wutugu_01,King Wutugu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_king_wutugu_02,King Wutugu [[img:unit_elephant]][[/img]],FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_lady_zhurong_01,Lady Zhurong,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_lady_zhurong_02,Lady Zhurong [[img:unit_elephant]][[/img]],FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_sima_yi_01,Sima Yi,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_tao_qian_01,Tao Qian,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_tao_qian_02,Governor,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_guo_jia_01,Guo Jia,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_jia_xu_01,Jia Xu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_li_ru_01,Li Ru,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_liu_chong_01,Liu Chong,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_liu_chong_02,King of Chen,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_xun_you_01,Xun You,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_xun_yu_01,Xun Yu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_zhou_yu_01,Zhou Yu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_gong_du_01,Gong Du,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_gong_du_02,The Yellow Warlord,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_he_man_01,He Man,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_huang_shao_01,Huang Shao,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_huang_shao_02,The Yellow Warlord,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_pei_yuanshao_01,Pei Yuanshao,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_zhang_kai_01,Zhang Kai,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_cheng_pu_01,Cheng Pu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_han_sui_01,Han Sui,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_han_sui_02,Warlord,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_huang_zhong_01,Huang Zhong,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_sun_jian_01,Sun Jian,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_sun_jian_02,Tiger of Jiangdong,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_taishi_ci_01,Taishi Ci,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_xu_huang_01,Xu Huang,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_yue_jin_01,Yue Jin,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_dian_wei_01,Dian Wei,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_wei_yan_01,Wei Yan,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_xu_chu_01,Xu Chu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_xiahou_dun_01,Xiahou Dun,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_liu_biao_01,Liu Biao,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_liu_biao_02,Governor,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_sun_quan_01,Sun Quan,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_sun_quan_02,Emperor of Wu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_yuan_shao_01,Yuan Shao,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_yuan_shao_02,Warlord,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
,custom_battle_loadouts_name_hv_cb_loadout_yuan_shu_01,Yuan Shu,FALSE,text/_hvo/hv_TEXT_cb_loadout.loc
