Key,Short Key,Text,Tooltip,,,
building_culture_variants_name_hv_subtown_xiongnu_01,,匈奴部落營,TRUE,,,
building_culture_variants_name_hv_subtown_xiongnu_02,,匈奴部落群,TRUE,,,
building_culture_variants_name_hv_subtown_xiongnu_03,,匈奴部落鎮,TRUE,,,
building_culture_variants_name_hv_subtown_xiongnu_control_01,,部落控制,TRUE,,,
building_chains_chain_tooltip_hv_subtown_xiongnu,,匈奴部落,TRUE,,,
building_chains_encyclopedia_name_hv_subtown_xiongnu,,匈奴部落,TRUE,,,
building_chains_override_description_hv_subtown_xiongnu,,這些部落不願歸化，但願意提供軍事援助。,TRUE,,,
building_description_texts_long_description_hv_subtown_xiongnu_01,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_xiongnu_02,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_xiongnu_03,,長描述,TRUE,,,
building_short_description_texts_short_description_hv_subtown_xiongnu_01,,短描述,TRUE,,,
building_short_description_texts_short_description_hv_subtown_xiongnu_02,,短描述,TRUE,,,
building_short_description_texts_short_description_hv_subtown_xiongnu_03,,短描述,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_xiongnu,,匈奴部落,TRUE,,,
building_ui_groups_onscreen_name_hv_ui_building_group_xiongnu,,遊牧民族,TRUE,,,
building_culture_variants_name_hv_subtown_shanyue_00,,零散山越區,TRUE,,,
building_culture_variants_name_hv_subtown_shanyue_01,,山越部落群,TRUE,,,
building_culture_variants_name_hv_subtown_shanyue_02,,山越部落鎮,TRUE,,,
building_culture_variants_name_hv_subtown_shanyue_control_01,,異民族控制,TRUE,,,
building_chains_chain_tooltip_hv_subtown_shanyue,,山越部落,TRUE,,,
building_chains_encyclopedia_name_hv_subtown_shanyue,,山越部落,TRUE,,,
building_chains_override_description_hv_subtown_shanyue,,這些部落不願歸化，但願意提供軍事援助。,TRUE,,,
building_description_texts_long_description_hv_subtown_shanyue_01,,山越人乃是部落民族，比較不習慣定居在漢人奢侈委靡的城邑中，而習慣在野外紮營度日。雖然這支山地部族並非遊牧民族，但仍較倚重農牧。\\n\\n此族人在紮營地既可自給自足，也能有效準備兵力，應對北方持續加重的入侵威脅。,TRUE,,,
building_description_texts_long_description_hv_subtown_shanyue_02,,江南一直都是山越族人的家園，他們也希望今後維持不變。這便是他們生存意義所在的真理，也是在諸侯割據的時代，他們必須奮戰保護的傳統。\\n\\n山越人比誰都瞭解南方的山區，並在這嶙峋之地建起了堡壘城寨；這裡遠離殘酷的風雨、也遠離敵人的監視，是他們生活成長之地。,TRUE,,,
building_short_description_texts_short_description_hv_subtown_shanyue_01,,「此處乃我等地盤、我等家園、我等基業。斷不能讓你們奪走！」,TRUE,,,
building_short_description_texts_short_description_hv_subtown_shanyue_02,,雖然山越人不得不建起柵欄保護自己，但其實他們只想和平度日。,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_shanyue,,山越部落,TRUE,,,
building_ui_groups_onscreen_name_hv_ui_building_group_shanyue,,宗布,TRUE,,,
building_culture_variants_name_hv_subtown_sogd_00,,零散粟特區,TRUE,,,
building_culture_variants_name_hv_subtown_sogd_01,,粟特商人哨站,TRUE,,,
building_culture_variants_name_hv_subtown_sogd_02,,粟特商人軍營,TRUE,,,
building_culture_variants_name_hv_subtown_sogd_03,,粟特商人營地,TRUE,,,
building_chains_chain_tooltip_hv_subtown_sogd,,粟特商人,TRUE,,,
building_chains_encyclopedia_name_hv_subtown_sogd,,粟特商人,TRUE,,,
building_chains_override_description_hv_subtown_sogd,,粟特商人駐留此區並增進商貿發展。,TRUE,,,
building_description_texts_long_description_hv_subtown_sogd_01,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_sogd_02,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_sogd_03,,長描述,TRUE,,,
building_short_description_texts_short_description_hv_subtown_sogd_01,,短描述,TRUE,,,
building_short_description_texts_short_description_hv_subtown_sogd_02,,短描述,TRUE,,,
building_short_description_texts_short_description_hv_subtown_sogd_03,,短描述,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_sogd,,絲路,TRUE,,,
building_ui_groups_onscreen_name_hv_ui_building_group_sogd,,西域商人,TRUE,,,
building_culture_variants_name_hv_subtown_wulingman_00,,零散武陵蠻區,TRUE,,,
building_culture_variants_name_hv_subtown_wulingman_01,,武陵蠻部落群,TRUE,,,
building_culture_variants_name_hv_subtown_wulingman_02,,武陵蠻部落鎮,TRUE,,,
building_culture_variants_name_hv_subtown_wulingman_control_01,,異民族控制,TRUE,,,
building_chains_chain_tooltip_hv_subtown_wulingman,,武陵蠻部落,TRUE,,,
building_chains_encyclopedia_name_hv_subtown_wulingman,,武陵蠻部落,TRUE,,,
building_chains_override_description_hv_subtown_wulingman,,武陵蠻建築序列描述,TRUE,,,
building_description_texts_long_description_hv_subtown_wulingman_01,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_wulingman_02,,長描述,TRUE,,,
building_short_description_texts_short_description_hv_subtown_wulingman_01,,短描述,TRUE,,,
building_short_description_texts_short_description_hv_subtown_wulingman_02,,短描述,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_wulingman,,武陵蠻部落,TRUE,,,
building_ui_groups_onscreen_name_hv_ui_building_group_wulingman,,宗布,TRUE,,,
building_culture_variants_name_hv_subtown_garrison_sun_jian_01,,地方豪強院,TRUE,,,
building_culture_variants_name_hv_subtown_garrison_sun_jian_02,,地方豪強莊,TRUE,,,
building_culture_variants_name_hv_subtown_garrison_sun_jian_03,,地方豪強堡,TRUE,,,
building_chains_chain_tooltip_hv_subtown_garrison_sun_jian,,地方豪強,TRUE,,,
building_chains_encyclopedia_name_hv_subtown_garrison_sun_jian,,地方豪強,TRUE,,,
building_chains_override_description_hv_subtown_garrison_sun_jian,,地方豪強建築序列描述,TRUE,,,
building_description_texts_long_description_hv_subtown_garrison_sun_jian_01,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_garrison_sun_jian_02,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_garrison_sun_jian_03,,短描述,TRUE,,,
building_description_texts_short_description_hv_subtown_garrison_sun_jian_01,,短描述,TRUE,,,
building_description_texts_short_description_hv_subtown_garrison_sun_jian_02,,短描述,TRUE,,,
building_description_texts_short_description_hv_subtown_garrison_sun_jian_03,,短描述,TRUE,,,
building_culture_variants_name_hv_subtown_garrison_01,,巡守衛隊哨站,TRUE,,,
building_culture_variants_name_hv_subtown_garrison_02,,巡守衛隊軍營,TRUE,,,
building_culture_variants_name_hv_subtown_garrison_03,,巡守衛隊營地,TRUE,,,
building_chains_chain_tooltip_hv_subtown_garrison,,巡守衛隊,TRUE,,,
building_chains_encyclopedia_name_hv_subtown_garrison,,巡守衛隊,TRUE,,,
building_chains_override_description_hv_subtown_garrison,,巡守衛隊建築序列描述,TRUE,,,
building_description_texts_long_description_hv_subtown_garrison_01,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_garrison_02,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_garrison_03,,長描述,TRUE,,,
building_description_texts_short_description_hv_subtown_garrison_01,,短描述,TRUE,,,
building_description_texts_short_description_hv_subtown_garrison_02,,短描述,TRUE,,,
building_description_texts_short_description_hv_subtown_garrison_03,,短描述,TRUE,,,
building_description_texts_long_description_hv_subtown_garrison_ytr_01,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_garrison_ytr_02,,長描述,TRUE,,,
building_description_texts_long_description_hv_subtown_garrison_ytr_03,,長描述,TRUE,,,
building_description_texts_short_description_hv_subtown_garrison_ytr_01,,短描述,TRUE,,,
building_description_texts_short_description_hv_subtown_garrison_ytr_02,,短描述,TRUE,,,
building_description_texts_short_description_hv_subtown_garrison_ytr_03,,短描述,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_subtown,,附加建物,TRUE,,,
building_culture_variants_name_hv_city_fire_10,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 皇城,TRUE,,,
building_culture_variants_name_hv_city_fire_04,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型城,TRUE,,,
building_culture_variants_name_hv_city_fire_05,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型城,TRUE,,,
building_culture_variants_name_hv_city_fire_02,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型鎮,TRUE,,,
building_culture_variants_name_hv_city_fire_01,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型鎮,TRUE,,,
building_culture_variants_name_hv_city_fire_00,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 荒廢,TRUE,,,
building_culture_variants_name_hv_city_fire_08,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型都邑,TRUE,,,
building_culture_variants_name_hv_city_fire_09,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型都邑,TRUE,,,
building_culture_variants_name_hv_city_fire_03,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型鎮,TRUE,,,
building_culture_variants_name_hv_city_fire_07,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型都邑,TRUE,,,
building_culture_variants_name_hv_city_fire_06,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_08,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_07,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_04,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_05,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_06,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_10,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 皇城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_09,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_02,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型鎮,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_01,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型鎮,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_00,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 荒廢,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_fire_03,,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型鎮,TRUE,,,
building_culture_variants_name_hv_city_earth_10,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 皇城,TRUE,,,
building_culture_variants_name_hv_city_earth_04,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型城,TRUE,,,
building_culture_variants_name_hv_city_earth_05,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型城,TRUE,,,
building_culture_variants_name_hv_city_earth_02,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型鎮,TRUE,,,
building_culture_variants_name_hv_city_earth_01,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型鎮,TRUE,,,
building_culture_variants_name_hv_city_earth_00,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 荒廢,TRUE,,,
building_culture_variants_name_hv_city_earth_08,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型都邑,TRUE,,,
building_culture_variants_name_hv_city_earth_09,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型都邑,TRUE,,,
building_culture_variants_name_hv_city_earth_03,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型鎮,TRUE,,,
building_culture_variants_name_hv_city_earth_07,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型都邑,TRUE,,,
building_culture_variants_name_hv_city_earth_06,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_08,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_07,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_04,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_05,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_06,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_10,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 皇城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_09,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_02,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型鎮,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_01,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型鎮,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_00,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 荒廢,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_earth_03,,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型鎮,TRUE,,,
building_culture_variants_name_hv_city_wood_10,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 皇城,TRUE,,,
building_culture_variants_name_hv_city_wood_04,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型城,TRUE,,,
building_culture_variants_name_hv_city_wood_05,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型城,TRUE,,,
building_culture_variants_name_hv_city_wood_02,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型鎮,TRUE,,,
building_culture_variants_name_hv_city_wood_01,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型鎮,TRUE,,,
building_culture_variants_name_hv_city_wood_00,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 荒廢,TRUE,,,
building_culture_variants_name_hv_city_wood_08,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型都邑,TRUE,,,
building_culture_variants_name_hv_city_wood_09,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型都邑,TRUE,,,
building_culture_variants_name_hv_city_wood_03,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型鎮,TRUE,,,
building_culture_variants_name_hv_city_wood_07,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型都邑,TRUE,,,
building_culture_variants_name_hv_city_wood_06,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_08,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_07,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_04,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_05,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_06,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_10,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 皇城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_09,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_02,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 中型鎮,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_01,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 小型鎮,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_00,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 荒廢,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_wood_03,,[[img:ui/skins/default/3k_main_character_details_attribute_resolve.png]][[/img]] 大型鎮,TRUE,,,
building_culture_variants_name_hv_city_metal_10,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 皇城,TRUE,,,
building_culture_variants_name_hv_city_metal_04,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型城,TRUE,,,
building_culture_variants_name_hv_city_metal_05,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型城,TRUE,,,
building_culture_variants_name_hv_city_metal_02,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型鎮,TRUE,,,
building_culture_variants_name_hv_city_metal_01,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型鎮,TRUE,,,
building_culture_variants_name_hv_city_metal_00,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 荒廢,TRUE,,,
building_culture_variants_name_hv_city_metal_08,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型都邑,TRUE,,,
building_culture_variants_name_hv_city_metal_09,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型都邑,TRUE,,,
building_culture_variants_name_hv_city_metal_03,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型鎮,TRUE,,,
building_culture_variants_name_hv_city_metal_07,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型都邑,TRUE,,,
building_culture_variants_name_hv_city_metal_06,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_08,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_07,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_04,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_05,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_06,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_10,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 皇城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_09,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_02,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型鎮,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_01,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型鎮,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_00,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 荒廢,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_metal_03,,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型鎮,TRUE,,,
building_culture_variants_name_hv_city_water_10,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 皇城,TRUE,,,
building_culture_variants_name_hv_city_water_04,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型城,TRUE,,,
building_culture_variants_name_hv_city_water_05,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型城,TRUE,,,
building_culture_variants_name_hv_city_water_02,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型鎮,TRUE,,,
building_culture_variants_name_hv_city_water_01,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型鎮,TRUE,,,
building_culture_variants_name_hv_city_water_00,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 荒廢,TRUE,,,
building_culture_variants_name_hv_city_water_08,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型都邑,TRUE,,,
building_culture_variants_name_hv_city_water_09,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大型都邑,TRUE,,,
building_culture_variants_name_hv_city_water_03,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大型鎮,TRUE,,,
building_culture_variants_name_hv_city_water_07,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型都邑,TRUE,,,
building_culture_variants_name_hv_city_water_06,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_08,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_07,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型都邑,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_04,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 小型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_05,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 中型城,TRUE,,,
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_city_water_06,,[[img:ui/skins/default/3k_main_character_details_attribute_cunning.png]][[/img]] 大型城,TRUE,,,
